QTD_ITENS;400
QTD_MOCHILAS;8
CAPACIDADES;1692;1436;1687;1534;1436;1498;1732;1671
ITEM;PESO;VALOR
0;32;282
1;20;234
2;47;482
3;40;435
4;80;643
5;38;331
6;33;311
7;24;242
8;74;766
9;63;509
10;38;399
11;51;546
12;74;665
13;36;394
14;26;280
15;72;615
16;61;696
17;50;469
18;79;886
19;40;368
20;75;878
21;28;260
22;53;615
23;72;741
24;53;519
25;80;818
26;80;839
27;41;341
28;21;226
29;34;354
30;33;289
31;32;299
32;24;236
33;23;206
34;42;341
35;67;671
36;27;282
37;63;717
38;48;526
39;61;606
40;40;429
41;41;355
42;79;778
43;44;497
44;23;215
45;48;442
46;78;706
47;57;542
48;21;182
49;40;409
50;26;240
51;27;318
52;74;788
53;22;210
54;21;215
55;76;689
56;25;269
57;76;610
58;20;217
59;44;445
60;46;459
61;73;785
62;27;322
63;74;596
64;21;232
65;37;329
66;30;246
67;71;793
68;20;209
69;34;349
70;61;549
71;53;593
72;68;559
73;44;464
74;72;616
75;76;732
76;44;519
77;44;368
78;76;764
79;80;926
80;24;246
81;51;522
82;31;329
83;28;284
84;46;397
85;74;770
86;39;371
87;35;331
88;36;347
89;27;318
90;71;791
91;54;509
92;42;353
93;78;914
94;26;266
95;67;799
96;56;608
97;69;608
98;37;386
99;38;318
100;48;432
101;53;436
102;32;313
103;68;768
104;30;278
105;72;796
106;78;631
107;40;336
108;49;490
109;50;461
110;69;696
111;33;332
112;43;387
113;70;709
114;20;208
115;26;227
116;70;820
117;80;785
118;80;720
119;74;815
120;42;502
121;55;537
122;21;224
123;75;865
124;32;335
125;49;547
126;59;704
127;76;676
128;32;310
129;21;170
130;78;935
131;47;465
132;24;230
133;69;748
134;52;532
135;74;717
136;57;626
137;45;518
138;74;745
139;68;655
140;35;315
141;72;748
142;30;354
143;32;371
144;64;518
145;53;436
146;60;608
147;45;457
148;38;382
149;46;453
150;67;787
151;43;477
152;44;506
153;30;319
154;28;309
155;76;845
156;30;309
157;31;355
158;25;216
159;80;644
160;60;648
161;23;216
162;34;397
163;59;656
164;20;180
165;47;559
166;29;248
167;25;264
168;61;586
169;28;248
170;28;253
171;74;748
172;78;827
173;64;566
174;60;527
175;27;300
176;68;692
177;59;482
178;40;333
179;70;606
180;72;741
181;54;433
182;53;593
183;74;747
184;73;707
185;54;533
186;57;644
187;42;418
188;59;625
189;68;691
190;24;262
191;66;562
192;23;215
193;75;699
194;36;428
195;21;181
196;58;691
197;40;443
198;63;744
199;51;432
200;23;205
201;39;466
202;78;673
203;46;476
204;26;268
205;28;316
206;44;515
207;43;463
208;23;189
209;29;286
210;41;381
211;55;446
212;30;262
213;52;520
214;26;292
215;27;282
216;41;404
217;22;255
218;35;335
219;21;239
220;25;295
221;56;520
222;49;429
223;64;649
224;30;294
225;77;716
226;76;829
227;56;513
228;53;557
229;60;499
230;45;474
231;71;627
232;64;648
233;62;521
234;32;375
235;33;331
236;49;458
237;46;488
238;38;424
239;27;237
240;22;238
241;69;654
242;78;636
243;43;502
244;22;257
245;80;683
246;48;524
247;50;590
248;63;513
249;28;309
250;43;475
251;59;605
252;48;473
253;60;494
254;36;311
255;75;646
256;68;597
257;46;551
258;24;228
259;60;626
260;30;313
261;69;720
262;67;768
263;57;467
264;80;912
265;34;298
266;60;612
267;66;711
268;69;784
269;68;676
270;45;369
271;44;361
272;54;547
273;49;476
274;55;559
275;33;275
276;22;254
277;78;679
278;68;742
279;63;620
280;33;283
281;42;486
282;77;755
283;51;461
284;49;484
285;50;460
286;72;782
287;46;472
288;66;602
289;33;360
290;37;438
291;68;558
292;77;668
293;20;172
294;78;787
295;33;364
296;54;551
297;71;603
298;74;628
299;35;347
300;45;363
301;47;526
302;41;486
303;65;529
304;69;723
305;40;402
306;76;819
307;25;250
308;77;901
309;50;500
310;59;628
311;29;347
312;72;760
313;37;440
314;21;202
315;63;563
316;70;706
317;26;271
318;79;774
319;41;406
320;22;251
321;56;658
322;43;406
323;27;229
324;29;336
325;56;553
326;59;566
327;77;748
328;21;238
329;36;312
330;31;362
331;66;604
332;69;722
333;73;865
334;74;859
335;21;195
336;65;765
337;34;306
338;53;536
339;53;451
340;63;725
341;57;566
342;21;205
343;61;543
344;56;452
345;74;813
346;72;757
347;75;865
348;44;393
349;49;496
350;60;544
351;41;365
352;46;522
353;63;572
354;26;212
355;49;410
356;22;238
357;25;240
358;73;586
359;61;712
360;31;361
361;26;267
362;53;439
363;24;243
364;73;609
365;64;720
366;35;294
367;62;515
368;64;593
369;55;530
370;56;643
371;47;527
372;73;615
373;57;651
374;52;603
375;34;348
376;60;696
377;48;477
378;44;509
379;80;894
380;73;622
381;20;196
382;21;181
383;62;685
384;63;655
385;79;914
386;31;330
387;78;626
388;22;228
389;45;389
390;31;327
391;67;753
392;47;421
393;64;583
394;75;654
395;57;669
396;21;212
397;68;611
398;67;704
399;51;455
CONFLITOS
ITEM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;284;285;286;287;288;289;290;291;292;293;294;295;296;297;298;299;300;301;302;303;304;305;306;307;308;309;310;311;312;313;314;315;316;317;318;319;320;321;322;323;324;325;326;327;328;329;330;331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399
0;1;0;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;0;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0
1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0;1;1;1;0;0;1;1;1;1;0;1;1;1;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;1;0;1;1;1;1;1;0;1;0;0;0;1;0;0;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;1;1;1;1;0;1;0;1;1;0;1;1;1;0;1;1;0;0;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;0;0;0;1;1;0;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1
