QTD_ITENS;400
QTD_MOCHILAS;8
CAPACIDADES;1753;1211;1806;1430;1399;1592;1402;1592
ITEM;PESO;VALOR
0;29;250
1;71;835
2;42;399
3;62;651
4;39;439
5;35;297
6;33;374
7;24;233
8;62;735
9;35;280
10;45;504
11;73;733
12;50;460
13;75;825
14;67;701
15;61;601
16;39;402
17;55;470
18;41;475
19;75;691
20;53;582
21;22;241
22;50;556
23;65;762
24;77;870
25;50;455
26;26;270
27;69;708
28;80;809
29;44;475
30;63;664
31;77;703
32;40;340
33;70;722
34;55;574
35;55;533
36;74;658
37;63;584
38;60;623
39;47;504
40;44;514
41;29;273
42;40;325
43;45;481
44;40;322
45;48;527
46;75;805
47;41;363
48;74;641
49;24;260
50;25;258
51;47;419
52;36;340
53;36;323
54;50;513
55;72;670
56;65;734
57;62;640
58;47;540
59;21;178
60;57;668
61;34;370
62;66;772
63;69;665
64;53;469
65;63;749
66;28;282
67;62;704
68;32;369
69;44;416
70;56;506
71;80;760
72;23;185
73;40;456
74;56;530
75;61;613
76;50;498
77;21;174
78;33;334
79;63;602
80;44;381
81;45;494
82;59;472
83;34;315
84;53;501
85;26;222
86;69;637
87;73;608
88;36;393
89;48;475
90;79;881
91;59;488
92;57;514
93;75;887
94;57;675
95;28;335
96;25;236
97;74;694
98;20;173
99;28;301
100;62;723
101;36;370
102;75;644
103;41;429
104;26;209
105;70;680
106;68;546
107;29;254
108;44;395
109;63;622
110;60;515
111;71;577
112;44;439
113;45;485
114;75;683
115;58;553
116;46;371
117;71;756
118;54;489
119;37;375
120;80;710
121;37;425
122;80;853
123;63;663
124;57;527
125;73;683
126;43;496
127;79;833
128;47;424
129;72;713
130;48;435
131;66;532
132;53;435
133;37;432
134;61;575
135;48;501
136;44;451
137;63;706
138;75;854
139;62;505
140;41;329
141;62;740
142;78;838
143;33;291
144;29;339
145;47;542
146;64;555
147;58;631
148;72;851
149;25;299
150;64;648
151;33;380
152;36;389
153;21;208
154;53;632
155;72;689
156;28;328
157;51;576
158;47;518
159;28;245
160;34;382
161;61;666
162;57;480
163;58;652
164;44;486
165;26;257
166;70;719
167;30;297
168;23;191
169;46;396
170;35;343
171;66;564
172;23;252
173;40;355
174;66;720
175;50;517
176;71;773
177;23;200
178;34;342
179;42;421
180;23;220
181;32;308
182;38;384
183;56;555
184;34;401
185;62;572
186;45;405
187;56;453
188;56;562
189;32;354
190;29;339
191;48;505
192;41;372
193;22;244
194;36;301
195;54;564
196;54;530
197;67;773
198;20;204
199;72;655
200;67;550
201;57;634
202;21;245
203;41;448
204;73;833
205;39;401
206;76;728
207;45;516
208;57;677
209;33;359
210;52;513
211;68;615
212;73;860
213;62;517
214;72;767
215;40;404
216;57;633
217;31;309
218;61;525
219;69;757
220;59;524
221;76;620
222;63;539
223;61;585
224;50;428
225;34;281
226;70;709
227;75;635
228;69;729
229;76;811
230;59;645
231;38;306
232;35;305
233;56;530
234;46;502
235;65;693
236;47;460
237;25;276
238;30;242
239;54;622
240;73;808
241;22;176
242;79;922
243;79;693
244;54;628
245;74;822
246;49;406
247;40;378
