QTD_ITENS;100
QTD_MOCHILAS;3
CAPACIDADES;977;797;1011
ITEM;PESO;VALOR
0;38;360
1;24;285
2;26;278
3;50;440
4;59;593
5;53;587
6;27;303
7;76;884
8;53;425
9;24;257
10;49;454
11;55;461
12;37;423
13;51;410
14;48;482
15;58;620
16;47;488
17;36;428
18;51;503
19;65;674
20;56;549
21;52;541
22;75;803
23;63;729
24;31;270
25;56;559
26;26;240
27;80;885
28;39;434
29;59;569
30;71;666
31;43;385
32;59;621
33;40;449
34;21;232
35;39;328
36;62;521
37;33;329
38;73;709
39;72;748
40;75;846
41;78;629
42;32;370
43;36;315
44;68;652
45;29;340
46;30;322
47;30;264
48;65;674
49;79;888
50;37;349
51;23;213
52;79;736
53;55;475
54;79;923
55;64;695
56;32;262
57;53;539
58;21;197
59;47;485
60;45;502
61;79;866
62;40;440
63;67;746
64;62;712
65;49;539
66;45;431
67;53;448
68;71;732
69;53;549
70;48;485
71;39;347
72;35;305
73;20;162
74;44;406
75;60;561
76;33;344
77;36;320
78;63;611
79;78;920
80;28;296
81;77;729
82;67;653
83;75;605
84;50;569
85;20;237
86;65;758
87;22;201
88;66;727
89;46;371
90;28;228
91;34;365
92;22;197
93;60;606
94;38;378
95;31;301
96;56;457
97;73;864
98;51;527
99;30;312
CONFLITOS
ITEM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
0;1;0;0;1;0;1;0;1;1;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
1;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;1;0;1;1;1;0;0;1;0;0;0;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0
2;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0
3;1;1;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;1;0
4;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1;1;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0
5;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0
6;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
7;1;1;0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;1;0;1;0;0;0;1;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0
