QTD_ITENS;500
QTD_MOCHILAS;10
CAPACIDADES;1720;1420;1295;1724;1407;1439;1596;1760;1731;1646
ITEM;PESO;VALOR
0;52;429
1;32;375
2;30;247
3;21;251
4;25;268
5;66;559
6;73;610
7;60;492
8;53;462
9;32;321
10;43;441
11;22;195
12;55;446
13;58;517
14;24;268
15;36;412
16;67;594
17;32;283
18;79;850
19;73;615
20;30;339
21;75;755
22;25;262
23;34;406
24;46;508
25;33;268
26;62;628
27;58;673
28;62;511
29;56;666
30;54;520
31;40;325
32;33;303
33;57;562
34;77;897
35;61;626
36;56;660
37;74;687
38;60;508
39;24;241
40;64;720
41;29;330
42;47;502
43;35;381
44;78;746
45;52;588
46;28;246
47;48;413
48;57;475
49;70;572
50;23;257
51;48;565
52;60;662
53;56;538
54;68;745
55;69;792
56;51;531
57;68;764
58;27;223
59;35;340
60;33;312
61;43;498
62;37;383
63;67;645
64;66;664
65;65;526
66;68;765
67;56;656
68;57;565
69;21;206
70;45;375
71;79;793
72;50;545
73;51;489
74;76;797
75;52;551
76;41;438
77;20;182
78;52;524
79;30;260
80;20;190
81;68;790
82;50;488
83;44;465
84;53;597
85;77;914
86;45;369
87;78;678
88;47;394
89;49;573
90;71;612
91;49;498
92;54;632
93;47;493
94;80;860
95;26;279
96;30;337
97;65;573
98;29;265
99;60;507
100;30;273
101;72;761
102;69;555
103;64;623
104;33;348
105;28;294
106;56;513
107;38;318
108;53;560
109;22;205
110;64;669
111;78;633
112;73;745
113;69;782
114;44;514
115;48;393
116;48;413
117;56;519
118;50;559
119;36;334
120;30;315
121;28;273
122;52;621
123;69;632
124;21;177
125;20;179
126;43;401
127;43;366
128;73;825
129;41;417
130;59;588
131;24;222
132;37;421
133;38;435
134;24;214
135;75;803
136;76;692
137;26;311
138;74;739
139;50;545
140;29;295
141;59;567
142;44;405
143;64;753
144;79;923
145;63;579
146;64;591
147;30;292
148;38;382
149;25;256
150;20;184
151;47;526
152;44;523
153;53;504
154;40;417
155;69;790
156;47;443
157;71;654
158;73;791
159;29;275
160;21;217
161;64;679
162;21;240
163;60;637
164;52;569
165;25;212
166;71;637
167;34;335
168;30;302
169;48;386
170;59;633
171;62;526
172;26;287
173;39;463
174;35;344
175;38;424
176;38;383
177;33;377
178;79;944
179;45;493
180;22;228
181;22;215
182;69;568
183;51;591
184;45;512
185;28;299
186;58;495
187;77;920
188;53;433
189;62;505
190;77;910
191;53;633
192;72;714
193;70;817
194;70;589
195;77;643
196;23;213
197;33;381
198;22;238
199;43;415
200;74;634
201;28;283
202;73;812
203;61;668
204;34;319
205;33;382
206;74;611
207;52;514
208;23;200
209;29;251
210;59;592
211;28;260
212;74;724
213;76;879
214;42;395
215;55;519
216;35;384
217;71;779
218;48;427
219;29;273
220;37;354
221;36;402
222;40;365
223;55;461
224;52;570
225;43;369
226;45;467
227;67;669
228;30;298
229;40;442
230;61;606
231;62;725
232;65;642
233;27;228
234;22;204
235;62;501
236;21;250
237;41;396
238;66;567
239;38;377
240;31;343
241;27;222
242;54;464
243;60;566
244;68;746
245;30;241
246;48;428
247;60;582
248;54;585
249;72;736
250;25;209
251;38;318
252;27;313
253;74;854
254;65;569
255;20;168
256;76;712
257;61;702
258;78;798
259;58;694
260;44;387
261;27;237
262;51;492
263;54;572
264;63;543
265;37;407
266;56;565
267;69;590
268;39;372
269;23;196
270;41;330
271;22;241
272;65;719
273;40;457
274;78;850
275;75;613
276;51;558
277;29;341
278;72;842
279;78;827
280;33;356
281;74;680
282;59;536
283;29;262
284;43;392
285;26;256
286;76;752
287;43;500
288;73;641
289;44;371
290;60;588
291;69;772
292;54;475
293;42;464
294;34;277
295;31;324
296;73;833
297;77;715
298;26;290
299;77;714
300;42;487
301;80;775
302;70;831
303;32;266
304;44;392
305;45;486
306;46;439
307;36;340
308;23;242
309;20;170
310;27;312
311;44;515
312;53;547
313;42;394
314;79;796
315;29;347
316;31;358
317;50;492
318;76;788
319;71;674
320;35;318
321;69;677
322;52;514
323;70;789
324;77;871
325;80;950
326;41;365
327;35;419
328;67;552
329;61;574
330;47;447
331;63;736
332;63;517
333;45;405
334;64;545
335;73;840
336;66;660
337;70;839
338;25;291
339;37;439
340;29;294
341;66;658
342;46;435
343;34;354
344;21;176
345;21;172
346;62;636
347;51;578
348;25;289
349;41;392
350;77;768
351;60;577
352;75;838
353;27;290
354;47;514
355;47;492
356;38;403
357;44;435
358;66;628
359;41;393
360;72;760
361;40;447
362;56;506
363;25;243
364;73;624
365;22;187
366;21;186
367;34;361
368;55;485
369;65;670
370;23;197
371;29;295
372;63;623
373;37;400
374;23;184
375;23;268
376;64;527
377;70;795
378;74;771
379;68;651
380;56;454
381;34;307
382;32;308
383;64;747
384;67;650
385;54;454
386;42;470
387;72;742
388;76;867
389;79;827
390;52;491
391;34;293
392;55;592
393;64;645
394;34;372
395;37;317
396;53;442
397;26;283
398;66;629
399;36;323
400;42;439
401;39;364
402;74;730
403;33;354
404;64;611
405;56;591
406;60;602
