QTD_ITENS;300
QTD_MOCHILAS;7
CAPACIDADES;1288;1157;1290;1010;1218;1172;1049
ITEM;PESO;VALOR
0;55;507
1;39;421
2;79;882
3;21;242
4;78;686
5;43;441
6;55;542
7;36;425
8;48;548
9;56;471
10;64;738
11;62;560
12;39;331
13;61;728
14;58;643
15;69;693
16;32;261
17;62;562
18;47;532
19;38;393
20;61;575
21;78;832
22;36;338
23;65;640
24;78;691
25;45;456
26;59;519
27;22;243
28;60;656
29;49;570
30;66;638
31;20;204
32;50;440
33;63;563
34;42;493
35;80;886
36;53;499
37;34;369
38;67;721
39;43;461
40;21;207
41;22;263
42;21;168
43;46;472
44;63;547
45;79;638
46;59;681
47;76;818
48;67;638
49;26;227
50;34;307
51;28;281
52;55;615
53;77;787
54;51;608
55;79;803
56;67;633
57;76;894
58;71;574
59;31;264
60;37;343
61;31;328
62;30;304
63;77;850
64;56;544
65;21;242
66;31;253
67;64;731
68;62;514
69;22;209
70;69;614
71;36;393
72;55;622
73;51;566
74;42;433
75;24;274
76;65;540
77;43;419
78;28;228
79;72;724
80;29;341
81;28;249
82;41;351
83;55;632
84;30;271
85;57;669
86;75;697
87;47;489
88;39;345
89;26;258
90;69;663
91;56;662
92;55;587
93;29;320
94;45;412
95;52;551
96;20;198
97;74;649
98;48;558
99;62;607
100;49;486
101;36;426
102;37;417
103;39;320
104;77;788
105;38;368
106;28;239
107;41;367
108;64;596
109;24;220
110;24;218
111;72;856
112;66;602
113;29;295
114;71;819
115;50;411
116;32;381
117;32;324
118;78;782
119;34;279
120;26;246
121;34;309
122;59;586
123;56;516
124;46;469
125;33;267
126;55;568
127;45;443
128;38;398
129;54;534
130;42;495
131;71;770
132;62;652
133;79;937
134;41;368
135;23;260
136;49;474
137;22;188
138;24;223
139;22;212
140;40;330
141;57;500
142;66;657
143;44;359
144;24;286
145;58;502
146;71;613
147;71;611
148;64;731
149;58;485
150;61;579
151;80;716
152;29;275
153;70;694
154;58;483
155;53;472
156;45;422
157;51;593
158;66;656
159;51;534
160;60;554
161;57;627
162;45;530
163;70;573
164;63;601
165;61;588
166;28;297
167;71;729
168;56;564
169;29;260
170;58;480
171;63;650
172;41;382
173;32;338
174;36;338
175;27;253
176;31;301
177;30;295
178;26;285
179;77;758
180;39;345
181;47;382
182;24;228
183;52;449
184;61;535
185;22;182
186;80;729
187;21;226
188;33;311
189;79;945
190;41;460
191;48;478
192;67;702
193;57;592
194;61;620
195;69;620
196;57;591
197;37;365
198;73;605
199;45;512
200;55;659
201;39;363
202;77;864
203;31;260
204;20;238
205;63;724
206;44;379
207;69;712
208;55;571
209;43;486
210;55;567
211;80;934
212;26;266
213;71;621
214;45;478
215;74;840
216;50;549
217;24;240
218;34;373
219;23;225
220;29;245
221;68;786
222;28;270
223;48;471
224;65;552
225;61;491
226;62;677
227;47;460
228;70;782
229;60;620
230;42;389
231;51;448
232;54;553
233;24;236
234;21;193
235;50;577
236;43;468
237;22;234
238;52;502
239;67;748
240;61;696
241;48;459
242;25;278
243;62;563
244;46;495
245;65;545
246;54;487
247;57;624
248;25;220
249;49;570
250;26;238
251;26;257
252;72;596
253;38;415
254;31;345
255;23;199
256;61;703
257;30;339
258;20;212
259;28;227
260;73;809
261;79;831
262;25;272
263;66;687
264;64;649
265;59;657
266;53;600
267;27;312
268;40;423
269;31;271
270;62;690
271;64;765
272;54;437
273;40;369
274;39;457
275;57;497
276;23;235
277;42;489
278;32;383
279;41;385
280;27;274
281;46;542
282;58;644
283;33;298
284;30;301
285;68;740
286;29;235
287;66;575
288;44;366
289;28;247
290;50;519
291;62;583
292;33;307
293;25;219
294;38;375
295;31;325
296;77;896
297;22;235
298;49;545
299;33;360
CONFLITOS
ITEM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;284;285;286;287;288;289;290;291;292;293;294;295;296;297;298;299
0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1
1;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;1;1;1;0;0;1
2;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;0;1;0;0;0;1;0;1;1;1;1
3;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;1;0;0;1;1;0;1;1;0;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0
4;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0;0;1;0;1;1;0;1;0;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;1;1;0;1;1;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;1;1;0;1;0;1;0;1;1;1
5;1;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1;0;0;1;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;1;0;1;0;1;1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;1
