QTD_ITENS;200
QTD_MOCHILAS;6
CAPACIDADES;868;887;925;1061;890;949
ITEM;PESO;VALOR
0;24;286
1;35;367
2;44;394
3;26;272
4;39;338
5;52;592
6;41;477
7;46;550
8;52;515
9;32;256
10;32;275
11;53;631
12;27;247
13;70;672
14;56;542
15;48;553
16;39;423
17;66;587
18;43;410
19;30;272
20;68;756
21;58;537
22;58;576
23;60;505
24;68;720
25;43;507
26;56;604
27;29;278
28;74;610
29;47;430
30;51;409
31;63;653
32;23;209
33;41;369
34;62;666
35;75;750
36;80;842
37;49;460
38;58;623
39;27;232
40;46;378
41;36;318
42;37;329
43;45;446
44;56;543
45;60;666
46;53;581
47;22;240
48;68;647
49;37;310
50;22;179
51;76;798
52;68;703
53;37;398
54;60;607
55;62;560
56;73;762
57;63;562
58;35;346
59;47;383
60;71;730
61;71;762
62;71;767
63;64;748
64;29;334
65;72;709
66;67;685
67;53;515
68;29;251
69;77;679
70;51;547
71;24;252
72;76;781
73;27;224
74;34;357
75;22;203
76;65;672
77;23;238
78;22;240
79;65;690
80;59;699
81;59;621
82;65;681
83;55;528
84;38;312
85;73;807
86;31;348
87;38;387
88;68;710
89;56;452
90;34;339
91;50;591
92;32;260
93;76;746
94;64;760
95;56;486
96;48;437
97;63;750
98;61;706
99;35;318
100;46;418
101;25;219
102;55;514
103;23;230
104;66;626
105;50;542
106;58;587
107;46;377
108;51;586
109;51;539
110;45;528
111;31;353
112;39;406
113;48;525
114;38;356
115;66;759
116;66;624
117;39;346
118;40;408
119;39;323
120;62;539
121;52;492
122;31;358
123;37;437
124;76;649
125;30;256
126;25;236
127;76;892
128;59;652
129;38;349
130;41;396
131;68;814
132;53;439
133;48;409
134;65;601
135;70;788
136;65;758
137;75;625
138;52;534
139;61;527
140;27;281
141;37;312
142;57;679
143;46;465
144;56;562
145;80;887
146;44;406
147;32;337
148;25;238
149;80;806
150;36;310
151;66;778
152;74;792
153;31;350
154;75;810
155;43;459
156;43;407
157;80;644
158;20;233
159;51;492
160;24;195
161;56;555
162;74;754
163;55;463
164;65;544
165;50;540
166;50;415
167;66;657
168;35;296
169;54;529
170;32;368
171;50;584
172;75;883
173;65;622
174;67;792
175;47;473
176;56;504
177;40;325
178;63;506
179;63;684
180;36;382
181;60;698
182;71;677
183;52;540
184;49;506
185;37;366
186;39;398
187;56;671
188;46;403
189;52;466
190;76;818
191;24;243
192;28;245
193;70;751
194;44;374
195;47;506
196;28;239
197;54;590
198;28;252
199;79;915
CONFLITOS
ITEM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199
0;1;1;0;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1;1;0;0;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;1;1;0;1;1;1;0;0;0;1;1;0;0;1;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0
1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;1;1;1;0;0;1;0;1;1;0;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;1;0;1;0;1;1;0;0;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;1;0;0;1;0;0;1;1;1;1
2;0;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;1;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;1;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;1;0;1;0;0;0;0;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1
3;0;1;1;1;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;1;1;1;1;0;1;0;0;1;0;0;1;1;0;1;1;0;1;1;1;0;1;1;0;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;1;0;1;1;0;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1
4;1;1;1;0;1;0;0;1;1;0;1;0;1;0;1;1;0;1;1;1;1;0;0;1;0;1;0;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;1;0;1;1;0;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1
5;1;1;1;0;0;1;1;1;0;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;0;1;0;1;1;0;1;1;0;0;0;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;1;0;1;0;1;1;1;0;0;1;1;0;0;1;0;1;1;1;1;1;1;1;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;1;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1
6;0;1;1;0;0;1;1;0;1;0;1;1;0;1;1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;1;0;1;0;1;0;0;1;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;0;0;1;1;0;1;1;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;1;1;0;0;0;1;1;0;1;1;1;1;0;0;1;1;1;0;0;0;1;1;0;1;0;1
7;0;1;0;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0;1;0;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;1;1;1;1;0;1;1;1;0;1;0;0;1;1;1;0;0;0;0;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;0;0;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;1;0;1;1;0;0;0;0;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;0;1;1;1;1;0
8;0;1;0;1;1;0;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;0;1;1;1;1;0;1;0;1;1;0;1;0;0;1;1;1;1;0;1;1;0;0;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;1;1;0;1;1;1;0;1;0;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;1;1;1;0;1;1;0;1;1;1;0;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1;1;0;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;1;0
