QTD_ITENS;100
QTD_MOCHILAS;5
CAPACIDADES;610;622;577;682;667
ITEM;PESO;VALOR
0;45;501
1;72;651
2;72;779
3;25;233
4;64;713
5;35;388
6;22;263
7;41;449
8;35;400
9;55;623
10;71;665
11;46;546
12;31;316
13;72;638
14;46;460
15;33;346
16;42;364
17;36;393
18;72;615
19;46;386
20;59;588
21;31;344
22;78;624
23;25;216
24;54;597
25;46;396
26;36;410
27;75;701
28;77;908
29;21;204
30;21;236
31;41;470
32;70;816
33;35;362
34;30;249
35;62;570
36;34;396
37;39;361
38;65;690
39;21;178
40;74;593
41;44;468
42;53;586
43;20;176
44;23;200
45;31;356
46;23;240
47;60;562
48;78;758
49;68;552
50;33;324
51;73;717
52;24;205
53;28;287
54;75;625
55;54;639
56;27;278
57;68;705
58;55;632
59;22;196
60;80;828
61;77;910
62;47;394
63;65;758
64;73;777
65;55;610
66;71;799
67;48;477
68;21;194
69;21;206
70;64;542
71;23;251
72;58;634
73;32;292
74;74;596
75;41;483
76;52;593
77;27;277
78;26;229
79;43;460
80;52;568
81;30;284
82;58;581
83;35;410
84;27;304
85;76;856
86;73;829
87;47;490
88;74;808
89;67;684
90;72;747
91;23;219
92;63;610
93;60;635
94;79;647
95;38;318
96;45;429
97;59;653
98;33;388
99;24;283
CONFLITOS
ITEM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;1;0;1;1;0;1;0;0;0;0;1;1;0;1;1;1;0;1
1;0;1;0;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0
2;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;1;1;1;0;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;1
3;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;1;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;1
4;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;1;1;1;0;1;0;1;1;1;0;0;0;0;1;1;0;0;0;1;1;1;1;0;1;0;1;0;0;0
5;0;0;1;1;0;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1
6;0;1;0;0;1;1;1;1;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;1
7;1;0;1;0;1;0;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;1;0;1;0;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;1;1;0
8;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0
9;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
10;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0
11;0;1;0;0;0;0;0;1;0;1;0;1;0;1;1;1;0;1;1;0;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;1;0;1;1;1;0;0;0;0;0
12;1;1;0;1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;1;0;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;1;1;1;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1
13;1;1;0;0;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0
14;0;0;0;0;0;1;0;1;1;0;0;1;1;1;1;0;1;0;0;0;1;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0
15;1;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;1;0;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0
16;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;1;1;1;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;1;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;1;0;1
17;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0
18;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0;1;1;0;1;1;0;1;1;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;1;1;1;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;1;0
19;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;1;1;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;1;1;1;0;1;1;0;0;1;1;0;0;0;0;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;1
20;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;1;0;1;1;1;0;1;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1
21;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;1;0;0;1;1;1;1;1;0
22;0;0;1;1;1;0;0;1;0;0;0;1;1;1;1;0;1;0;1;0;0;0;1;1;1;0;0;0;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1
23;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0
24;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
25;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;0;1;1;1;0;0;1;0;1;1;0;0;1;0;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1;0;0;0
26;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;1;1;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;1
27;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;0;0
28;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0
29;1;1;1;1;1;1;0;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1
30;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;1;0;1;0;0;0
31;1;0;0;0;0;1;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;0;1;0;0;1;1;1;0;1;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1
32;1;1;0;1;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;1;1;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;1;1;0;1;0;1;0;0
33;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;1
34;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0
35;1;0;1;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;1;1;0;1;0;1;0;0;0;1;1
36;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;1;0;1;1;0;1;0;0;0;1;1;0;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;0;0
37;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0
38;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0
39;0;0;1;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1
40;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;0;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0
