QTD_ITENS;100
QTD_MOCHILAS;5
CAPACIDADES;625;501;516;574;606
ITEM;PESO;VALOR
0;30;265
1;34;341
2;29;278
3;67;755
4;56;632
5;29;254
6;28;273
7;69;702
8;35;419
9;72;837
10;79;914
11;75;760
12;64;525
13;25;252
14;27;242
15;41;345
16;45;445
17;32;306
18;53;454
19;38;334
20;78;779
21;59;623
22;22;210
23;41;478
24;25;286
25;20;231
26;62;513
27;37;373
28;28;321
29;38;405
30;43;427
31;33;362
32;45;453
33;61;657
34;71;714
35;80;692
36;36;328
37;38;427
38;50;538
39;37;364
40;67;774
41;60;563
42;31;288
43;76;668
44;55;546
45;24;228
46;24;274
47;53;489
48;23;268
49;40;425
50;22;250
51;26;214
52;50;416
53;47;380
54;58;476
55;78;851
56;73;591
57;77;902
58;24;193
59;55;657
60;22;220
61;65;540
62;34;363
63;68;647
64;57;585
65;24;233
66;61;677
67;76;642
68;69;648
69;47;550
70;56;657
71;47;501
72;54;609
73;23;267
74;76;838
75;70;802
76;67;750
77;23;257
78;50;407
79;50;561
80;72;771
81;49;439
82;59;606
83;23;229
84;59;640
85;75;638
86;52;562
87;35;380
88;44;428
89;59;688
90;73;665
91;58;599
92;35;306
93;24;260
94;46;421
95;79;688
96;60;517
97;24;215
98;71;681
99;36;329
CONFLITOS
ITEM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;1;1;1;0;1;1;0;1;1;0
