QTD_ITENS;200
QTD_MOCHILAS;4
CAPACIDADES;1350;1467;1660;1544
ITEM;PESO;VALOR
0;33;271
1;43;472
2;22;219
3;60;572
4;70;698
5;43;463
6;23;197
7;25;297
8;55;447
9;34;341
10;44;391
11;55;593
12;73;763
13;32;269
14;55;480
15;40;394
16;31;321
17;68;550
18;45;487
19;68;787
20;79;855
21;65;686
22;58;553
23;38;384
24;62;523
25;56;559
26;24;215
27;71;825
28;76;754
29;60;654
30;56;467
31;54;458
32;66;652
33;20;187
34;30;248
35;57;683
36;34;380
37;71;635
38;58;508
39;51;471
40;48;567
41;36;412
42;68;578
43;67;742
44;23;258
45;74;741
46;23;248
47;58;560
48;49;473
49;54;540
50;48;493
51;30;330
52;37;421
53;39;321
54;59;508
55;28;234
56;56;654
57;63;647
58;45;486
59;51;454
60;74;865
61;44;490
62;49;533
63;47;494
64;76;785
65;76;668
66;58;562
67;24;199
68;46;481
69;23;267
70;36;422
71;54;484
72;23;214
73;42;489
74;44;460
75;34;316
76;34;272
77;26;284
78;41;339
79;22;207
80;73;796
81;73;782
82;61;618
83;30;243
84;79;898
85;80;658
86;71;718
87;50;518
88;35;353
89;58;466
90;76;697
91;31;269
92;46;435
93;41;379
94;22;192
95;77;809
96;25;243
97;31;345
98;52;513
99;80;865
100;46;548
101;68;566
102;76;722
103;79;847
104;79;703
105;66;701
106;77;639
107;49;535
108;31;259
109;73;666
110;21;185
111;77;796
112;65;578
113;65;777
114;58;574
115;34;332
116;62;565
117;31;260
118;74;768
119;48;464
120;64;526
121;40;473
122;37;341
123;69;755
124;69;639
125;71;828
126;23;261
127;28;307
128;29;276
129;50;512
130;39;418
131;33;311
132;68;620
133;45;507
134;21;168
135;27;223
136;70;751
137;74;852
138;41;403
139;33;362
140;45;441
141;30;343
142;65;659
143;66;731
144;68;750
145;50;599
146;49;521
147;54;593
148;54;585
149;42;432
150;44;368
151;65;530
152;75;791
153;71;618
154;55;626
155;52;441
156;22;204
157;69;747
158;58;585
159;67;748
160;56;537
161;33;270
162;29;293
163;37;391
164;35;402
165;39;456
166;80;679
167;23;190
