QTD_ITENS;500
QTD_MOCHILAS;10
CAPACIDADES;1513;1687;1230;1565;1349;1314;1419;1250;1225;1321
ITEM;PESO;VALOR
0;49;525
1;73;778
2;34;375
3;62;576
4;29;297
5;27;227
6;73;629
7;73;643
8;56;644
9;79;736
10;60;685
11;67;801
12;70;733
13;21;172
14;37;376
15;74;648
16;51;480
17;46;484
18;38;399
19;70;717
20;23;186
21;31;368
22;67;675
23;36;383
24;38;440
25;64;672
26;69;610
27;54;529
28;67;717
29;31;281
30;78;830
31;21;241
32;72;759
33;44;464
34;34;358
35;49;394
36;24;235
37;80;869
38;53;610
39;25;213
40;61;656
41;33;356
42;29;332
43;47;482
44;33;347
45;78;624
46;25;206
47;22;198
48;26;222
49;28;247
50;77;691
51;26;255
52;72;817
53;49;394
54;72;822
55;50;599
56;56;453
57;80;842
58;52;603
59;66;699
60;80;741
61;67;607
62;78;832
63;43;360
64;70;684
65;77;816
66;26;224
67;67;706
68;28;306
69;57;462
70;53;434
71;50;579
72;75;725
73;55;633
74;53;604
75;73;875
76;32;380
77;73;739
78;66;672
79;38;406
80;72;695
81;72;637
82;36;322
83;23;237
84;63;670
85;65;738
86;36;409
87;54;446
88;72;728
89;38;340
90;20;237
91;24;254
92;41;364
93;35;346
94;63;571
95;42;407
96;66;643
97;22;248
98;41;480
99;34;376
100;45;369
101;30;324
102;44;487
103;44;424
104;31;322
105;56;479
106;25;218
107;24;241
108;40;475
109;71;821
110;55;494
111;77;891
112;51;512
113;35;349
114;61;610
115;22;216
116;42;387
117;41;385
118;24;193
119;65;738
120;76;719
121;20;194
122;37;394
123;67;690
124;46;453
125;34;304
126;58;581
127;32;305
128;63;572
129;55;510
130;37;375
131;44;355
132;59;672
133;55;626
134;61;675
135;41;421
136;61;672
137;79;847
138;54;535
139;38;445
140;39;355
141;39;362
142;53;590
143;73;724
144;31;356
145;34;376
146;80;718
147;57;466
148;56;455
149;42;370
150;38;389
151;48;465
152;36;392
153;62;521
154;59;490
155;47;395
156;71;834
157;32;321
158;55;583
159;60;505
160;61;502
161;34;292
162;79;758
163;68;756
164;25;258
165;77;651
166;26;294
167;73;834
168;35;372
169;59;634
170;34;324
171;52;571
172;73;756
173;49;550
174;77;809
175;75;873
176;74;758
177;47;555
178;60;547
179;39;390
180;55;614
181;26;305
182;74;855
183;41;477
184;52;580
185;51;429
186;49;438
187;76;742
188;30;326
189;47;378
190;35;297
191;57;484
192;24;283
193;30;309
194;70;666
195;30;283
196;79;914
197;35;349
198;65;642
199;64;701
200;24;237
201;73;737
202;27;311
203;69;593
204;32;342
205;22;203
206;22;257
207;69;675
208;33;339
209;44;383
210;45;474
211;59;510
212;60;715
213;59;696
214;56;518
215;58;582
216;28;262
217;69;659
218;32;323
219;47;468
220;59;546
221;42;358
222;69;747
223;71;643
224;62;712
225;63;720
226;26;240
227;23;189
228;26;209
229;23;187
230;77;834
231;43;432
232;40;410
233;54;593
234;63;561
235;78;801
236;80;729
237;50;520
238;36;416
239;21;236
240;72;843
241;43;460
242;49;393
243;74;696
244;53;632
245;36;388
246;38;399
247;60;573
248;48;528
249;67;701
250;43;413
251;54;505
252;70;824
253;49;535
254;75;707
255;57;556
256;76;872
257;24;206
258;73;834
259;34;373
260;50;510
261;31;343
262;76;749
263;39;314
264;45;473
265;30;245
266;44;461
267;70;674
268;65;577
269;69;589
270;72;665
271;60;626
272;46;551
273;61;663
274;28;273
275;58;694
276;61;616
277;67;612
278;80;659
279;70;597
280;59;664
281;46;401
282;23;188
283;41;486
284;78;844
285;26;220
286;29;294
287;47;383
288;38;336
289;26;213
290;75;845
291;28;277
292;70;609
