QTD_ITENS;500
QTD_MOCHILAS;7
CAPACIDADES;2026;1794;2572;2118;2496;2349;1826
ITEM;PESO;VALOR
0;80;813
1;51;535
2;35;293
3;77;657
4;32;261
5;40;356
6;37;369
7;41;486
8;55;566
9;30;289
10;30;355
11;38;335
12;58;487
13;41;370
14;37;433
15;67;727
16;66;709
17;41;472
18;53;562
19;37;340
20;54;472
21;24;213
22;76;794
23;52;604
24;66;585
25;64;752
26;70;584
27;57;525
28;70;646
29;77;715
30;64;546
31;79;689
32;33;298
33;31;326
34;26;234
35;30;249
36;63;588
37;58;597
38;35;332
39;73;713
40;23;260
41;79;942
42;49;439
43;38;399
44;48;568
45;63;745
46;25;209
47;39;367
48;63;606
49;80;754
50;55;480
51;38;392
52;47;432
53;77;700
54;54;616
55;23;200
56;25;256
57;50;490
58;44;407
59;62;739
60;35;358
61;37;327
62;61;583
63;38;406
64;43;419
65;50;512
66;38;346
67;55;653
68;41;459
69;30;319
70;52;586
71;70;816
72;25;262
73;66;699
74;44;520
75;58;558
76;69;690
77;68;800
78;68;547
79;78;813
80;22;226
81;71;632
82;45;421
83;54;597
84;47;489
85;23;247
86;52;500
87;38;411
88;67;585
89;53;493
90;77;829
91;54;512
92;78;742
93;54;453
94;74;857
95;21;174
96;43;364
97;49;560
98;63;613
99;67;679
100;23;204
101;49;508
102;80;846
103;22;212
104;28;326
105;23;210
106;80;733
107;46;528
108;31;311
109;78;648
110;61;550
111;75;869
112;33;367
113;67;765
114;21;227
115;47;461
116;20;180
117;67;561
118;27;216
119;78;907
120;62;517
121;49;536
122;21;182
123;68;690
124;27;301
125;43;399
126;41;333
127;44;467
128;26;220
129;31;292
130;61;581
131;45;504
132;21;193
133;37;377
134;36;303
135;54;446
136;74;784
137;51;609
138;47;473
139;67;658
140;54;487
141;70;834
142;71;692
143;78;770
144;80;730
145;36;330
146;66;565
147;43;357
148;58;692
149;59;670
150;48;469
151;49;460
152;61;650
153;48;526
154;65;533
155;76;676
156;36;412
157;45;536
158;64;720
159;36;346
160;53;447
161;49;503
162;51;466
163;60;665
164;23;252
165;76;862
166;78;742
167;49;423
168;58;671
169;69;633
170;22;181
171;46;551
172;50;453
173;53;546
174;46;370
175;36;385
176;39;405
177;50;435
178;76;608
179;55;576
180;41;392
181;73;595
182;57;465
183;53;433
184;71;739
185;40;358
186;74;772
187;50;585
188;31;316
189;35;303
190;76;679
191;58;595
192;38;390
193;46;531
194;47;475
195;52;540
196;64;601
197;64;540
198;66;747
199;48;572
200;40;321
201;30;253
202;20;168
203;80;842
204;36;316
205;34;388
206;49;510
207;20;162
208;73;788
209;49;506
210;72;703
211;30;285
212;24;242
213;23;204
214;55;493
215;69;823
216;54;531
217;77;788
218;71;801
219;29;282
220;77;746
221;27;267
222;42;476
223;69;710
224;52;472
225;75;859
226;64;626
227;51;564
228;62;608
229;65;665
230;80;745
231;56;514
232;52;472
233;22;245
234;71;826
235;43;390
236;68;678
237;40;347
238;69;645
239;33;317
240;67;597
241;44;424
242;44;390
243;22;222
244;79;862
245;20;177
246;49;415
247;32;261
248;73;597
249;72;806
250;45;481
251;61;677
252;57;541
253;47;415
254;64;542
255;55;460
256;40;335
257;25;244
258;40;464
259;32;307
260;27;221
261;44;428
262;73;831
263;33;361
264;40;434
265;44;403
266;34;386
267;63;638
268;54;600
269;51;494
270;53;455
271;80;801
272;63;701
273;31;276
274;66;592
275;29;256
276;59;472
277;46;544
278;52;416
279;75;776
280;49;419
281;77;664
282;34;348
283;35;412
284;38;313
285;20;216
286;59;645
287;69;798
288;75;630
289;73;864
290;20;196
291;47;493
292;31;343
293;52;594
294;44;467
295;70;768
296;59;505
297;30;283
298;63;601
299;57;547
300;40;360
301;47;404
302;24;264
303;75;886
304;66;586
305;80;748
