QTD_ITENS;400
QTD_MOCHILAS;6
CAPACIDADES;2092;2323;2090;2345;2294;1673
ITEM;PESO;VALOR
0;55;583
1;37;384
2;68;585
3;34;383
4;34;389
5;22;255
6;67;564
7;76;741
8;37;352
9;63;509
10;56;657
11;28;268
12;33;286
13;37;381
14;70;811
15;79;910
16;39;455
17;54;446
18;28;333
19;32;262
20;55;644
21;21;204
22;53;560
23;48;488
24;54;531
25;25;277
26;23;198
27;71;765
28;35;367
29;75;709
30;20;228
31;26;224
32;37;439
33;46;399
34;29;247
35;36;351
36;62;732
37;22;260
38;20;211
39;20;203
40;53;582
41;35;316
42;25;225
43;71;609
44;48;562
45;27;259
46;59;662
47;49;409
48;41;423
49;42;375
50;54;515
51;35;394
52;23;269
53;39;350
54;56;644
55;67;732
56;50;520
57;53;518
58;62;586
59;27;321
60;65;690
61;34;393
62;71;638
63;39;400
64;75;796
65;38;379
66;58;481
67;39;405
68;25;201
69;47;500
70;64;749
71;49;575
72;63;711
73;26;264
74;48;543
75;46;506
76;79;697
77;38;448
78;70;757
79;67;750
80;54;528
81;50;430
82;73;722
83;40;348
84;70;590
85;32;309
86;34;379
87;52;549
88;22;187
89;53;509
90;40;335
91;24;211
92;72;779
93;40;448
94;21;169
95;26;251
96;77;754
97;57;549
98;36;313
99;26;236
100;25;254
101;24;205
102;38;404
103;53;497
104;60;713
105;54;618
106;66;742
107;31;369
108;56;573
109;65;691
110;65;586
111;76;619
112;59;596
113;67;718
114;53;482
115;61;605
116;71;697
117;40;425
118;39;358
119;32;287
120;27;287
121;49;426
122;26;238
123;42;348
124;25;263
125;36;410
126;80;681
127;46;482
128;55;552
129;64;663
130;28;229
131;50;484
132;77;684
133;44;491
134;30;270
135;56;615
136;43;474
137;68;573
138;21;221
139;70;658
140;70;570
141;62;540
142;38;391
143;68;723
144;36;400
145;55;479
146;78;682
147;52;543
148;60;641
149;27;292
150;75;875
151;53;502
152;69;801
153;23;226
154;60;679
155;33;323
156;55;443
157;68;789
158;67;548
159;66;622
160;79;775
161;40;411
162;80;738
163;70;826
164;79;727
165;33;379
166;44;470
167;73;705
168;58;503
169;36;296
170;37;337
171;73;622
172;54;476
173;47;496
174;66;556
175;33;301
176;29;277
177;43;503
178;36;421
179;29;267
180;36;324
181;79;657
182;29;276
183;38;380
184;64;634
185;63;513
186;55;627
187;77;922
188;69;605
189;26;219
190;66;754
191;80;786
192;21;239
193;29;274
194;67;540
195;60;514
196;79;681
197;35;391
198;31;322
199;28;277
200;62;699
201;52;489
202;62;729
203;80;837
204;41;329
205;66;571
206;43;481
207;72;777
208;63;571
209;63;661
210;32;271
211;63;742
212;74;835
213;34;402
214;24;233
215;25;244
216;42;398
217;52;538
218;35;357
219;46;468
220;52;570
221;41;375
222;52;573
223;42;452
224;20;208
225;27;235
226;77;626
227;25;282
228;64;557
229;23;238
230;36;384
231;42;378
232;45;427
233;54;510
234;43;411
235;72;779
236;47;441
237;51;438
238;44;454
239;63;753
240;47;452
241;42;409
242;71;796
243;39;373
244;42;476
245;66;637
246;61;563
247;62;676
248;75;657
249;33;350
250;64;518
251;65;664
252;68;750
253;70;618
254;41;411
255;42;432
256;65;660
257;74;784
258;71;796
259;45;360
260;68;669
261;26;242
262;35;381
263;54;588
264;69;782
265;52;449
266;65;603
267;45;424
268;79;780
269;54;450
270;75;885
271;20;237
272;25;288
273;38;363
274;55;449
275;39;416
276;37;321
277;78;855
278;63;581
279;69;788
280;55;536
281;69;660
282;58;520
283;48;455
284;74;627
285;43;382
286;61;679
287;46;550
288;21;190
289;49;468
290;28;260
291;44;421
292;64;570
293;28;240
294;36;376
295;31;301
296;66;543
297;38;430
298;34;337
299;46;463
300;20;191
301;45;416
302;46;430
303;56;467
304;23;254
305;60;713
306;69;802
307;26;237
308;68;594
309;80;765
310;29;253
311;35;311
312;68;745
313;38;386
314;73;786
315;64;624
316;45;500
317;39;383
318;60;660
319;56;618
320;67;704
321;76;723
322;35;399
323;33;332
324;60;504
325;73;710
326;47;377
327;66;633
328;52;548
329;26;251
330;68;690
331;32;358
332;43;428
333;48;396
334;44;358
335;55;556
336;69;740
337;55;645
338;22;247
339;40;456
340;21;187
341;32;277
342;75;607
343;35;403
344;42;445
345;68;696
346;71;694
347;74;702
348;31;249
349;59;494
350;64;539
351;48;549
352;79;946
353;78;678
354;74;680
355;30;255
356;44;436
357;20;185
358;46;437
359;68;643
360;68;553
361;79;693
362;24;223
363;68;635
364;41;362
365;49;426
366;65;757
367;33;392
368;40;456
369;75;799
370;73;703
371;79;787
372;47;429
373;37;403
374;80;793
375;65;543
376;56;581
377;38;411
378;29;298
379;25;295
380;49;498
381;48;572
382;74;621
383;52;509
384;70;650
385;24;198
386;53;434
387;53;568
388;29;344
389;78;850
390;74;602
391;43;502
392;65;522
393;56;512
394;69;672
395;79;757
396;50;507
397;48;450
398;41;395
399;35;295
CONFLITOS
