QTD_ITENS;300
QTD_MOCHILAS;7
CAPACIDADES;1109;1450;1289;1159;1022;1147;1488
ITEM;PESO;VALOR
0;63;506
1;48;477
2;29;305
3;44;469
4;61;663
5;51;574
6;80;649
7;25;280
8;72;788
9;48;483
10;25;262
11;23;217
12;39;455
13;66;626
14;71;783
15;68;576
16;54;507
17;66;583
18;36;422
19;30;296
20;30;330
21;59;586
22;20;206
23;60;527
24;46;460
25;53;467
26;51;555
27;55;622
28;28;296
29;62;603
30;31;292
31;20;176
32;61;649
33;52;527
34;23;210
35;68;569
36;28;309
37;62;673
38;63;713
39;34;283
40;73;746
41;21;203
42;38;452
43;53;604
44;24;193
45;43;416
46;44;369
47;74;696
48;69;795
49;57;604
50;69;696
51;43;414
52;42;367
53;23;222
54;47;539
55;59;494
56;70;753
57;64;532
58;46;407
59;50;455
60;46;453
61;79;731
62;39;370
63;71;717
64;40;429
65;53;533
66;21;248
67;25;216
68;47;529
69;64;553
70;42;354
71;39;382
72;37;302
73;41;487
74;29;346
75;71;611
76;49;484
77;42;478
78;57;591
79;73;796
80;21;193
81;70;759
82;33;343
83;62;723
84;46;551
85;69;702
86;43;490
87;80;940
88;52;590
89;61;503
90;79;783
91;33;293
92;42;375
93;50;423
94;48;546
95;58;643
96;68;685
97;63;570
98;23;212
99;52;542
100;71;845
101;44;431
102;33;328
103;35;415
104;27;323
105;72;785
106;65;717
107;80;874
108;69;723
109;77;750
110;55;594
111;63;683
112;37;379
113;57;612
114;58;667
115;45;441
116;44;449
117;30;358
118;57;484
119;66;642
120;57;490
121;75;644
122;79;746
123;58;664
124;63;564
125;80;713
126;61;510
127;50;445
128;53;595
129;47;423
130;50;459
131;20;201
132;57;589
133;66;748
134;66;739
135;26;270
136;42;438
137;33;293
138;22;257
139;34;332
140;64;546
141;59;579
142;31;278
143;45;482
144;23;241
145;60;582
146;38;371
147;40;379
148;54;632
149;56;658
150;26;217
151;78;701
152;70;759
153;80;775
154;47;470
155;41;445
156;67;699
157;58;571
158;46;436
159;55;531
160;23;264
161;28;335
162;63;754
163;28;299
164;65;723
165;23;254
166;79;735
167;71;702
168;48;485
169;23;258
170;26;308
171;32;374
172;27;243
173;67;736
174;45;434
175;46;473
176;58;629
177;20;167
178;25;292
179;37;326
180;61;598
181;38;407
182;44;376
183;47;382
184;27;312
185;73;702
186;74;630
187;21;210
188;37;393
189;34;293
190;68;676
191;20;225
192;34;390
193;23;271
194;27;246
195;37;356
196;30;343
197;61;533
198;40;387
199;36;414
200;57;674
201;30;324
202;24;230
203;67;565
204;37;383
205;27;239
206;75;804
207;26;304
208;26;281
209;64;620
210;72;611
211;33;304
212;20;170
213;69;779
214;29;345
215;66;724
216;40;344
217;74;725
218;37;376
219;52;582
220;60;623
221;53;573
222;80;673
223;42;445
224;51;447
225;61;510
226;79;648
227;28;278
228;58;540
229;27;306
230;32;365
231;43;511
232;63;620
233;32;380
234;44;361
235;54;640
236;72;677
237;34;361
238;64;679
239;38;437
240;62;702
241;75;794
242;24;217
243;26;308
244;52;613
245;63;551
246;44;490
247;69;620
248;31;363
249;57;516
250;60;716
251;32;383
252;68;729
253;71;771
254;79;821
255;64;644
256;33;341
257;31;248
258;52;606
259;56;522
260;27;231
261;63;746
262;41;450
263;69;689
264;47;441
265;54;647
266;26;275
267;31;339
268;47;479
269;76;653
270;73;661
271;80;820
272;52;511
273;52;551
274;31;311
275;46;433
276;49;441
277;69;754
278;55;507
279;79;807
280;33;297
281;44;424
282;58;576
283;33;335
284;70;815
285;63;572
286;46;468
287;47;440
288;33;374
289;39;376
290;43;470
291;66;531
292;65;683
293;76;815
294;27;302
295;37;334
296;37;403
297;33;361
298;66;577
299;47;437
CONFLITOS
