QTD_ITENS;100
QTD_MOCHILAS;3
CAPACIDADES;899;926;922
ITEM;PESO;VALOR
0;45;361
1;27;222
2;46;544
3;78;697
4;40;346
5;47;410
6;52;422
7;45;531
8;39;445
9;47;490
10;34;335
11;51;556
12;74;604
13;72;580
14;33;324
15;40;434
16;34;382
17;42;466
18;79;701
19;31;259
20;20;213
21;48;557
22;32;334
23;62;562
24;52;522
25;58;532
26;51;426
27;20;215
28;79;820
29;58;667
30;35;307
31;59;599
32;41;397
33;58;570
34;49;447
35;48;524
36;41;438
37;73;722
38;54;587
39;33;374
40;45;524
41;42;375
42;20;178
43;28;289
44;34;401
45;30;292
46;58;579
47;65;564
48;73;635
49;57;583
50;42;387
51;80;851
52;37;305
53;29;272
54;49;584
55;45;460
56;60;610
57;70;590
58;66;683
59;51;573
60;57;635
61;76;758
62;38;433
63;65;771
64;34;350
65;61;491
66;28;240
67;62;503
68;48;502
69;63;568
70;61;584
71;24;231
72;75;837
73;61;514
74;23;237
75;50;596
76;70;666
77;67;697
78;33;383
79;57;507
80;67;692
81;32;324
82;78;911
83;41;350
84;49;476
85;59;520
86;32;379
87;64;545
88;68;579
89;44;384
90;58;524
91;78;818
92;20;192
93;41;335
94;33;303
95;45;536
96;73;862
97;55;445
98;32;379
99;48;573
CONFLITOS
ITEM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0
1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;1;1;1;0;1;1;0;1;0;1;0;1;1;0
2;0;0;1;1;0;1;0;0;0;1;1;0;1;1;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0
3;0;1;1;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;1;0
4;0;0;0;1;1;0;1;0;0;1;1;0;0;1;1;1;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;0
5;0;0;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1
6;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;0;1
7;1;0;0;1;0;0;0;1;0;0;1;1;1;1;1;0;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;1;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0
8;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;0;1;1;1;1;0;1;0;1;1;0;0;1;0;1;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1
9;0;1;1;0;1;1;0;0;0;1;1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;1
10;0;1;1;0;1;1;0;1;0;1;1;0;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;0;0;0;1;0;1;0;1;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0
12;0;0;1;0;0;0;0;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;1;0;0;1;1;0
13;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1
14;1;0;0;0;1;0;0;1;1;1;0;1;0;0;1;1;1;0;1;0;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
15;1;1;0;1;1;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;1;1;0;0;0;1
