QTD_ITENS;200
QTD_MOCHILAS;6
CAPACIDADES;1189;823;847;942;1135;1155
ITEM;PESO;VALOR
0;79;892
1;78;875
2;66;742
3;40;347
4;57;463
5;80;764
6;46;549
7;50;456
8;30;271
9;49;572
10;75;711
11;31;356
12;48;415
13;38;397
14;57;569
15;63;655
16;58;665
17;27;297
18;63;624
19;71;643
20;21;247
21;80;646
22;45;470
23;28;232
24;56;595
25;28;279
26;62;738
27;34;399
28;45;439
29;34;388
30;35;373
31;33;312
32;22;188
33;38;359
34;34;302
35;34;384
36;72;845
37;36;323
38;71;786
39;56;654
40;70;579
41;43;510
42;68;619
43;70;761
44;62;524
45;62;591
46;27;321
47;29;236
48;80;752
49;69;572
50;63;655
51;47;552
52;29;243
53;69;799
54;68;584
55;76;896
56;56;625
57;36;374
58;31;250
59;30;323
60;68;783
61;79;841
62;44;382
63;70;600
64;41;333
65;56;523
66;41;361
67;38;304
68;53;599
69;73;863
70;64;515
71;25;281
72;22;178
73;28;238
74;34;407
75;30;356
76;49;416
77;48;445
78;64;537
79;67;635
80;27;258
81;65;520
82;37;421
83;33;357
84;32;379
85;24;231
86;34;362
87;52;552
88;63;637
89;76;658
90;35;314
91;53;581
92;67;600
93;66;655
94;53;518
95;38;339
96;36;398
97;36;427
98;57;655
99;31;370
100;44;416
101;80;798
102;73;618
103;61;511
104;80;843
105;53;567
106;25;206
107;32;256
108;76;628
109;45;527
110;65;674
111;77;732
112;35;413
113;77;729
114;65;520
115;63;735
116;80;800
117;77;898
118;22;205
119;51;445
120;58;481
121;56;653
122;29;279
123;72;824
124;27;242
125;20;220
126;29;289
127;71;756
128;53;492
129;38;319
130;23;239
131;60;491
132;26;301
133;49;448
134;42;346
135;56;474
136;33;364
137;24;193
138;73;677
139;32;341
140;41;377
141;42;433
142;35;315
143;70;800
144;79;827
145;53;593
146;35;381
147;61;616
148;38;414
149;43;408
150;23;190
151;76;755
152;25;274
153;47;393
154;31;358
155;76;832
156;42;414
157;30;282
158;80;910
159;63;706
160;66;672
161;74;727
162;45;501
163;46;414
164;80;695
165;73;635
166;32;276
167;77;695
168;23;217
169;25;277
170;47;521
171;60;651
172;43;468
173;51;559
174;75;895
175;21;248
176;73;874
177;43;350
178;37;425
179;76;692
180;25;292
181;79;728
182;76;645
183;25;223
184;37;412
185;78;780
186;37;336
187;43;350
188;53;499
189;24;213
190;51;552
191;58;492
192;22;223
193;27;298
194;52;581
195;23;267
196;59;506
197;34;342
198;56;649
199;77;820
CONFLITOS
ITEM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199
0;1;1;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;1;1;0;1;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;1;0;1;1;0;0;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;1;1;1;1;0;0;0
1;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;0;0;1;0;0;1;1;0;0;1;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;1;1;1;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1
2;1;0;1;1;0;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0;1;0;1;0;1;1;1;1;1;1;0;0;0;1;1;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1;0;1;1;1;1;1;0;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0;1;1;0;0;1;0;1;1;1;1;0;0;1;0;1;0;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;1;1
