QTD_ITENS;200
QTD_MOCHILAS;4
CAPACIDADES;1392;1549;1687;1536
ITEM;PESO;VALOR
0;80;717
1;28;283
2;35;419
3;72;781
4;63;722
5;59;669
6;47;514
7;53;454
8;23;246
9;54;529
10;52;609
11;37;427
12;37;299
13;35;367
14;34;388
15;42;397
16;62;572
17;35;317
18;60;611
19;33;275
20;70;683
21;41;425
22;25;274
23;74;797
24;72;852
25;26;285
26;66;597
27;73;863
28;26;309
29;66;670
30;44;507
31;69;752
32;24;203
33;41;489
34;52;451
35;64;618
36;52;428
37;46;436
38;68;592
39;32;331
40;66;690
41;28;265
42;80;680
43;52;444
44;77;873
45;22;180
46;25;281
47;27;225
48;54;456
49;35;302
50;77;748
51;77;916
52;27;227
53;42;383
54;66;634
55;38;341
56;32;296
57;75;683
58;42;361
59;70;582
60;44;391
61;51;575
62;62;654
63;29;337
64;68;628
65;72;652
66;39;443
67;49;413
68;57;577
69;43;412
70;60;674
71;32;279
72;26;259
73;69;637
74;55;533
75;62;729
76;64;766
77;73;635
78;74;722
79;76;680
80;37;416
81;64;516
82;73;810
83;45;537
84;33;311
85;41;351
86;64;601
87;34;371
88;42;337
89;69;698
90;45;429
91;49;407
92;63;669
93;33;267
94;41;431
95;63;748
96;60;593
97;66;582
98;36;395
99;65;614
100;41;468
101;70;741
102;23;260
103;60;579
104;51;498
105;48;547
106;24;242
107;71;649
108;31;258
109;50;436
110;48;471
111;58;672
112;76;752
113;61;514
114;50;599
115;37;330
116;70;705
117;73;605
118;66;650
119;29;267
120;26;259
121;79;881
122;23;254
123;80;710
124;30;253
125;34;295
126;32;344
127;60;641
128;74;822
129;38;364
130;21;195
131;47;530
132;24;217
133;70;576
134;55;475
135;22;197
136;48;482
137;31;340
138;28;335
139;37;336
140;68;662
141;42;402
142;71;792
143;54;536
144;67;555
145;74;733
146;69;768
147;74;644
148;36;323
149;45;444
150;72;797
151;72;837
152;21;240
153;60;649
154;60;701
155;28;326
156;79;915
157;60;553
158;30;324
159;21;248
160;21;246
161;61;575
162;56;608
163;53;481
164;65;688
165;58;624
166;32;313
167;75;679
168;77;731
169;76;711
170;35;303
171;62;571
172;30;251
173;42;420
174;20;234
175;60;563
