QTD_ITENS;100
QTD_MOCHILAS;3
CAPACIDADES;1116;1004;854
ITEM;PESO;VALOR
0;35;366
1;25;252
2;48;397
3;64;635
4;38;344
5;47;417
6;70;761
7;27;322
8;60;551
9;34;354
10;44;506
11;59;502
12;72;612
13;75;702
14;34;370
15;41;484
16;22;237
17;29;254
18;36;372
19;42;463
20;34;386
21;22;230
22;61;608
23;52;559
24;22;191
25;43;481
26;69;760
27;51;420
28;39;336
29;20;173
30;72;604
31;44;376
32;32;259
33;29;280
34;71;751
35;61;596
36;59;652
37;57;605
38;43;481
39;61;702
40;49;399
41;48;552
42;44;481
43;45;393
44;47;542
45;20;166
46;70;791
47;37;395
48;22;238
49;72;718
50;71;738
51;57;654
52;65;661
53;58;519
54;35;350
55;24;263
56;40;444
57;27;323
58;70;741
59;63;569
60;59;528
61;24;257
62;56;661
63;56;600
64;31;320
65;60;557
66;66;556
67;68;700
68;51;581
69;31;311
70;43;436
71;70;828
72;43;414
73;79;676
74;28;240
75;22;233
76;69;817
77;43;351
78;74;632
79;62;582
80;35;389
81;26;233
82;60;638
83;30;337
84;71;837
85;50;556
86;47;486
87;49;586
88;43;507
89;57;573
90;61;685
91;79;841
92;43;359
93;65;706
94;70;802
95;68;560
96;30;358
97;43;386
98;40;472
99;80;932
CONFLITOS
ITEM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;0;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0
1;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;1;1;1;0;1;0;1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;1;0
2;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;0;1;1;1;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0;1;1;0;1;1;0;0;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1
3;1;0;1;1;1;0;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;1;1;0
4;1;1;0;1;1;1;0;1;1;1;0;1;1;0;1;0;1;1;0;1;1;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;1;1;1;0;1;0;0
5;1;1;0;0;1;1;1;1;0;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;0;0;1;0;1;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;1;0;1;1;0;1;0;1;1;0;1;0;0;1;1;1;1;0;1;0;1;0
6;1;0;1;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0
7;0;1;0;1;1;1;0;1;0;1;1;1;0;0;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;0;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0
8;1;0;1;0;1;0;1;0;1;0;1;1;0;1;1;0;1;1;1;0;1;1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0
9;1;1;1;0;1;0;0;1;0;1;1;0;1;1;0;0;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0
10;1;1;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1
11;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;1;0;0;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;1;0;1;0;1;1;1;0;1;0;0;1;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1
12;1;1;0;1;1;0;0;0;0;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;0;1;0;1;1;0;1;1;1;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;1
13;1;0;1;0;0;1;1;0;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;1;0;1;0;0;0;1;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1
14;0;1;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1;1;0;1;0;1;0;0;1;0;1;1;1;1;0;1;1;1
15;1;1;1;0;0;0;1;1;0;0;0;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;1;0;0;1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;0;1;0;1;1;0;0;0
16;1;0;1;1;1;0;0;0;1;1;0;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;0;1;0;1;0;1;0;0;0;0;0;1
17;1;0;0;0;1;0;0;1;1;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;1;1;1;1;0;1;0;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0
18;0;0;1;0;0;1;1;1;1;0;1;0;1;0;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;0;1;0;1;0;1;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;0;0;1;1
19;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;0;1;1;0;0;1;1;1;0;1;0;0;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;0;1;0;1;0;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;0
20;1;1;0;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;1;1;0;0;1;1;1;1;1;0;1;1;0;1;1;1;0
21;0;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;1;1;1;0;1;1;1;0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;1;0;1
22;1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1
23;0;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;1
24;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;0;1;1;1;0;1;1;0;0;1;1;0;1;1;0;0;0;0;1;0;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;1;0;1;0;1;1;1;1;0;1;0;0;0;0;1;1;1;1;1;1;0;0
25;1;0;0;1;0;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;1;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;1;0;1;0;1;1;0;0;1;0;1;1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;0;0;1;1;0;1;0;1;1;1;1;0
