QTD_ITENS;200
QTD_MOCHILAS;4
CAPACIDADES;1412;1244;1390;1242
ITEM;PESO;VALOR
0;73;738
1;21;203
2;62;534
3;30;336
4;45;377
5;33;337
6;78;712
7;63;729
8;32;272
9;27;233
10;41;370
11;27;322
12;24;209
13;33;384
14;47;402
15;34;353
16;75;633
17;66;662
18;27;246
19;52;605
20;50;594
21;26;281
22;22;214
23;31;319
24;30;297
25;44;471
26;42;458
27;62;661
28;30;283
29;50;435
30;29;277
31;78;845
32;70;612
33;35;281
34;34;324
35;68;601
36;42;471
37;45;390
38;28;301
39;22;228
40;61;722
41;64;623
42;39;418
43;28;261
44;80;737
45;31;360
46;69;695
47;39;385
48;28;296
49;65;574
50;77;744
51;55;515
52;22;193
53;61;673
54;39;403
55;52;463
56;36;363
57;63;508
58;21;174
59;58;660
60;39;447
61;39;386
62;54;573
63;26;211
64;67;541
65;38;394
66;69;626
67;64;600
68;37;386
69;51;449
70;70;575
71;70;588
72;72;703
73;36;372
74;50;474
75;55;646
76;37;422
77;25;210
78;54;613
79;52;586
80;30;325
81;64;531
82;39;417
83;70;712
84;75;729
85;31;328
86;54;452
87;43;374
88;44;514
89;55;551
90;37;385
91;70;638
92;49;492
93;72;689
94;56;661
95;51;461
96;38;428
97;69;637
98;47;559
99;38;369
100;29;249
101;39;413
102;38;444
103;25;256
104;74;812
105;37;356
106;53;441
107;59;627
108;39;431
109;23;260
110;78;641
111;31;277
112;24;221
113;29;297
114;58;475
115;56;612
116;48;564
117;68;677
118;71;624
119;70;672
120;24;225
121;70;632
122;29;283
123;24;192
124;60;659
125;76;906
126;29;300
127;78;879
128;57;600
129;40;374
130;27;218
131;23;208
132;64;658
133;78;719
134;30;338
135;36;294
136;41;374
137;25;277
138;34;335
139;55;472
140;77;628
141;27;281
142;62;517
143;65;626
144;30;309
145;42;354
146;73;743
147;27;235
148;73;662
149;33;281
150;22;234
151;48;490
152;26;246
153;35;309
154;74;796
155;69;693
156;49;406
157;52;440
158;45;413
159;63;643
160;76;649
161;74;671
162;79;775
163;53;476
164;45;434
165;78;807
166;36;291
167;78;743
168;71;763
169;56;514
170;30;312
171;25;269
172;28;258
173;63;596
174;64;749
175;21;235
176;78;629
177;36;299
178;29;244
179;53;440
180;44;400
181;64;747
182;77;760
183;22;211
184;25;258
185;62;639
186;37;406
187;28;290
188;25;267
