QTD_ITENS;400
QTD_MOCHILAS;8
CAPACIDADES;1766;1441;1616;1417;1688;1279;1827;1753
ITEM;PESO;VALOR
0;30;245
1;80;925
2;56;496
3;76;842
4;64;645
5;35;346
6;20;166
7;38;392
8;62;642
9;44;402
10;79;830
11;28;315
12;60;572
13;46;502
14;38;334
15;46;484
16;72;755
17;47;442
18;69;789
19;58;513
20;39;440
21;78;815
22;80;928
23;24;287
24;38;352
25;39;417
26;34;294
27;39;357
28;33;386
29;46;390
30;43;408
31;64;610
32;23;230
33;61;577
34;36;386
35;74;600
36;72;846
37;28;276
38;56;527
39;67;613
40;37;382
41;78;921
42;52;513
43;39;428
44;27;254
45;35;296
46;76;684
47;76;832
48;25;264
49;39;382
50;58;489
51;66;726
52;60;718
53;36;330
54;57;673
55;20;222
56;60;523
57;23;228
58;66;730
59;75;896
60;66;712
61;48;555
62;20;191
63;42;441
64;34;368
65;39;340
66;24;241
67;43;487
68;66;567
69;63;520
70;69;796
71;63;583
72;43;493
73;26;286
74;57;508
75;72;838
76;53;508
77;54;645
78;64;615
79;44;494
80;58;517
81;38;385
82;54;531
83;32;359
84;63;692
85;55;577
86;49;586
87;36;409
88;50;418
89;63;693
90;38;378
91;23;246
92;70;609
93;57;565
94;76;885
95;41;469
96;64;631
97;67;649
98;62;513
99;35;357
100;55;453
101;45;454
102;80;909
103;60;663
104;48;437
105;78;838
106;60;513
107;44;493
108;53;578
109;42;410
110;62;609
111;51;436
112;40;450
113;72;845
114;71;678
115;71;798
116;41;470
117;65;708
118;61;688
119;72;834
120;65;563
121;77;792
122;53;496
123;43;450
124;29;269
125;49;472
126;42;336
127;34;364
128;47;558
129;44;416
130;80;804
131;59;491
132;41;454
133;28;260
134;79;745
135;34;400
136;32;373
137;79;893
138;59;504
139;78;703
140;72;713
141;75;879
142;40;385
143;26;240
144;24;275
145;36;289
146;68;756
147;80;831
148;39;333
149;31;365
150;39;336
151;80;889
152;22;207
153;64;630
154;20;217
155;76;859
156;73;737
157;55;452
158;58;611
159;44;425
160;29;340
161;79;741
162;41;363
163;80;775
164;75;899
165;51;542
166;42;457
167;58;540
168;37;382
169;64;698
170;70;718
171;26;236
172;31;294
173;75;893
174;54;527
175;40;361
176;46;487
177;24;249
178;74;719
179;62;705
180;36;415
181;73;784
182;63;740
183;80;934
184;68;751
185;62;534
186;74;715
187;31;283
188;32;330
189;38;378
