QTD_ITENS;200
QTD_MOCHILAS;6
CAPACIDADES;910;1165;922;955;1142;927
ITEM;PESO;VALOR
0;46;487
1;58;513
2;38;306
3;76;735
4;27;253
5;42;503
6;72;776
7;52;473
8;80;923
9;21;251
10;26;227
11;66;649
12;30;248
13;41;344
14;75;681
15;26;234
16;80;743
17;21;248
18;56;560
19;64;707
20;59;699
21;43;395
22;72;783
23;27;278
24;29;327
25;30;258
26;58;559
27;26;212
28;68;751
29;42;378
30;43;510
31;56;475
32;24;197
33;32;372
34;44;443
35;79;690
36;73;762
37;56;638
38;67;799
39;78;675
40;31;334
41;32;276
42;51;445
43;48;555
44;50;526
45;66;681
46;48;455
47;72;761
48;43;449
49;33;326
50;29;333
51;53;555
52;58;480
53;55;603
54;25;294
55;76;704
56;59;664
57;21;218
58;34;387
59;58;590
60;51;593
61;55;561
62;41;463
63;47;521
64;78;743
65;72;580
66;20;237
67;67;692
68;80;805
69;31;267
70;50;401
71;36;413
72;80;676
73;34;283
74;61;714
75;42;393
76;32;339
77;64;653
78;39;448
79;49;529
80;50;516
81;60;696
82;26;279
83;47;508
84;72;587
85;50;540
86;60;548
87;58;465
88;69;631
89;75;716
90;65;605
91;58;503
92;66;679
93;56;626
94;55;529
95;24;271
96;55;659
97;69;684
98;52;506
99;70;835
100;59;625
101;80;809
102;37;413
103;60;557
104;43;467
105;78;807
106;47;501
107;40;453
108;47;548
109;63;667
110;40;399
111;74;801
112;65;630
113;26;252
114;38;455
115;62;711
116;36;366
117;48;570
118;51;434
119;76;746
120;62;707
121;48;396
122;55;510
123;43;345
124;35;289
125;67;726
126;63;621
127;22;206
128;61;666
129;23;193
130;39;451
131;21;190
132;69;711
133;38;385
134;29;260
135;66;590
136;62;700
137;22;230
138;25;204
139;42;357
140;49;422
141;51;549
142;45;449
143;70;739
144;57;544
145;67;607
146;75;737
147;40;382
148;29;331
149;39;312
150;63;632
151;62;596
152;65;639
153;74;842
154;25;233
155;41;442
156;31;310
157;36;412
158;68;561
159;72;698
160;39;412
161;25;249
162;31;332
163;36;361
164;65;650
165;79;699
166;33;306
167;28;281
168;25;202
169;78;923
170;28;238
171;51;577
172;58;681
173;34;386
174;55;532
175;29;232
176;36;310
177;20;220
