QTD_ITENS;300
QTD_MOCHILAS;5
CAPACIDADES;1920;2153;1925;1568;1849
ITEM;PESO;VALOR
0;23;254
1;55;565
2;43;382
3;53;528
4;44;410
5;53;575
6;67;549
7;47;528
8;42;349
9;62;687
10;80;669
11;67;774
12;62;699
13;74;812
14;53;529
15;48;505
16;25;270
17;31;320
18;78;713
19;40;340
20;75;649
21;78;656
22;80;795
23;66;765
24;58;609
25;40;369
26;71;666
27;78;845
28;24;264
29;34;295
30;47;397
31;33;379
32;49;471
33;42;341
34;25;245
35;55;612
36;34;406
37;27;233
38;52;432
39;65;652
40;76;710
41;29;318
42;54;599
43;20;225
44;39;375
45;62;578
46;43;483
47;25;266
48;65;619
49;23;234
50;50;457
51;52;450
52;45;491
53;37;316
54;65;684
55;64;647
56;26;304
57;64;652
58;54;552
59;59;475
60;33;318
61;57;579
62;66;759
63;49;469
64;30;252
65;69;760
66;40;361
67;46;422
68;72;638
69;35;312
70;71;686
71;65;635
72;59;690
73;61;611
74;28;281
75;77;635
76;23;194
77;20;195
78;54;488
79;77;660
80;53;559
81;49;484
82;59;500
83;80;718
84;29;272
85;44;458
86;59;534
87;42;378
88;40;473
89;40;321
90;57;598
91;28;324
92;57;569
93;51;578
94;80;689
95;34;402
96;42;352
97;53;482
98;21;213
99;21;245
100;80;799
101;79;890
102;53;505
103;20;198
104;44;401
105;80;766
106;45;459
107;72;798
108;36;341
109;62;573
110;39;363
111;75;725
112;54;639
113;45;428
114;50;415
115;58;591
116;29;328
117;52;445
118;63;547
119;46;424
120;65;759
121;75;770
122;35;323
123;47;499
124;23;195
125;27;241
126;53;568
127;25;201
128;74;882
129;35;343
130;37;329
131;42;392
132;43;379
133;21;207
134;77;907
135;70;710
136;25;256
137;47;509
138;33;295
139;51;408
140;68;781
141;44;369
142;43;443
143;30;273
144;29;276
145;52;584
146;61;566
147;26;211
148;55;469
149;71;675
150;79;672
151;66;547
152;40;421
153;22;262
154;74;820
155;27;240
156;71;838
157;69;632
158;50;569
159;71;606
160;80;896
161;52;597
162;43;489
163;64;658
164;74;790
165;28;273
166;49;482
167;27;227
168;29;321
169;28;308
170;50;511
171;25;225
172;22;219
173;54;584
174;46;497
175;53;492
176;35;369
177;29;257
178;51;438
179;30;305
180;63;693
181;61;712
182;25;261
183;77;845
184;60;551
185;79;759
186;71;830
187;56;607
188;59;535
189;44;398
190;25;276
191;55;456
192;24;287
193;53;442
194;47;495
195;72;648
196;69;686
197;36;288
198;77;805
199;20;220
200;57;542
201;79;809
202;47;380
203;22;251
204;80;870
205;65;701
206;59;504
207;58;650
208;30;246
209;30;315
210;43;405
211;77;673
212;46;429
213;63;665
214;40;405
215;75;662
216;49;458
217;59;596
218;60;640
219;26;217
220;62;550
221;42;427
222;56;655
223;51;599
224;80;861
225;75;880
226;51;490
227;72;636
228;34;342
229;24;195
230;71;728
231;71;713
232;57;591
233;56;642
234;70;801
235;66;712
236;21;215
237;80;900
238;69;822
239;26;216
240;42;354
241;78;829
242;32;257
243;60;646
244;54;609
245;39;333
246;34;312
247;41;418
248;26;252
249;70;753
250;25;247
251;39;343
252;44;509
253;25;282
254;76;678
255;29;314
256;59;670
257;42;458
258;49;477
259;30;251
260;67;736
261;70;806
262;40;456
263;47;436
264;56;614
265;23;263
266;21;235
267;35;359
268;46;471
269;44;500
270;33;310
271;80;655
272;78;674
273;22;217
274;72;578
275;74;782
276;44;490
277;30;270
278;71;779
279;27;267
280;59;489
281;20;235
282;80;729
283;40;366
284;59;665
285;53;609
286;79;919
287;67;645
288;32;319
289;32;287
290;80;696
291;29;259
292;38;363
293;35;365
294;79;713
295;47;431
296;80;875
297;31;352
298;69;788
299;71;583
CONFLITOS
ITEM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;284;285;286;287;288;289;290;291;292;293;294;295;296;297;298;299
0;1;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;0;1;0;1;0;1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;1;1;0;1;1;0;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;1;1;1;1;1;1;1;0;0;1;0;1;0;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;1;1;1;0;1;0;0;1;1;0;1;1;1;1;0;1;0;1;1;0;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;1;1;1;0;0;0;1;0;0;1
