QTD_ITENS;100
QTD_MOCHILAS;3
CAPACIDADES;1042;930;803
ITEM;PESO;VALOR
0;46;551
1;57;589
2;78;787
3;49;479
4;20;208
5;25;214
6;35;282
7;65;724
8;70;581
9;51;593
10;30;292
11;78;737
12;70;792
13;78;759
14;22;244
15;33;311
16;40;390
17;58;690
18;57;624
19;79;655
20;78;653
21;80;737
22;76;738
23;61;562
24;27;272
25;72;636
26;41;340
27;50;421
28;27;268
29;31;341
30;53;520
31;38;419
32;56;499
33;30;292
34;78;640
35;27;271
36;27;300
37;35;398
38;66;787
39;65;668
40;58;587
41;23;191
42;28;249
43;75;881
44;74;828
45;68;699
46;51;485
47;28;283
48;44;516
49;49;573
50;36;348
51;46;372
52;28;253
53;51;539
54;41;479
55;41;469
56;26;267
57;63;519
58;31;351
59;58;684
60;52;454
61;40;365
62;36;347
63;55;509
64;41;415
65;23;227
66;32;376
67;51;590
68;46;522
69;38;451
70;47;402
71;73;860
72;62;730
73;38;350
74;50;545
75;36;309
76;76;819
77;71;587
78;23;250
79;52;578
80;68;580
81;79;775
82;28;307
83;34;299
84;38;316
85;25;281
86;49;447
87;34;384
88;51;570
89;49;433
90;23;192
91;64;608
92;51;531
93;51;456
94;29;237
95;64;545
96;68;766
97;50;453
98;65;700
99;38;356
CONFLITOS
ITEM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;1
1;0;1;0;0;1;1;0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;1
2;0;0;1;0;0;0;0;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1;1;1;1;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;0
