QTD_ITENS;500
QTD_MOCHILAS;10
CAPACIDADES;1222;1483;1211;1353;1683;1647;1752;1530;1181;1193
ITEM;PESO;VALOR
0;55;515
1;77;666
2;57;525
3;41;331
4;35;381
5;21;210
6;35;374
7;26;251
8;50;539
9;49;523
10;36;397
11;61;632
12;52;540
13;76;746
14;66;734
15;71;677
16;35;361
17;27;241
18;52;545
19;28;227
20;31;282
21;22;244
22;45;445
23;59;657
24;24;226
25;36;291
26;73;628
27;56;499
28;58;464
29;44;473
30;27;289
31;57;543
32;51;541
33;61;642
34;53;470
35;28;309
36;70;656
37;63;692
38;22;206
39;23;189
40;27;274
41;47;401
42;48;560
43;42;488
44;78;729
45;36;412
46;54;575
47;72;654
48;54;534
49;71;622
50;65;738
51;26;258
52;28;234
53;55;568
54;24;204
55;45;361
56;38;400
57;54;589
58;49;512
59;63;560
60;24;277
61;29;345
62;58;615
63;78;853
64;27;225
65;73;593
66;24;227
67;52;513
68;39;404
69;22;198
70;41;385
71;56;644
72;39;410
73;35;361
74;45;415
75;41;363
76;70;680
77;65;666
78;52;443
79;75;876
80;30;290
81;79;840
82;51;610
83;67;716
84;20;201
85;28;227
86;34;403
87;22;199
88;38;395
89;29;239
90;72;674
91;73;761
92;27;225
93;42;337
94;74;642
95;37;343
96;59;523
97;44;436
98;54;535
99;65;755
100;56;549
101;34;393
102;38;364
103;47;489
104;29;265
105;79;783
106;67;733
107;67;564
108;53;593
109;37;327
110;38;438
111;55;549
112;63;708
113;28;227
114;25;244
115;40;433
116;29;261
117;31;281
118;37;296
119;50;449
120;57;529
121;65;739
122;54;523
123;26;311
124;33;361
125;64;646
126;78;630
127;35;389
128;35;282
129;56;619
130;46;540
131;38;338
132;51;436
133;24;220
134;74;753
135;47;379
136;20;213
137;40;445
138;45;412
139;64;657
140;76;678
141;80;813
142;39;340
143;38;360
144;67;620
145;60;492
146;27;250
147;54;541
148;64;716
149;51;437
150;41;386
151;36;392
152;40;442
153;49;568
154;28;291
155;43;481
156;36;384
157;75;841
158;44;503
159;46;423
160;41;374
161;22;190
162;64;513
163;66;783
164;25;266
165;63;647
166;29;259
167;25;291
168;67;702
169;76;814
170;74;753
171;74;698
172;36;349
173;74;887
174;38;380
175;44;399
176;65;691
177;70;708
178;21;180
179;29;271
180;45;521
181;71;846
182;64;766
183;28;241
184;49;541
185;67;756
186;79;857
187;45;493
188;50;416
189;70;830
190;50;475
191;61;514
192;55;603
193;56;581
194;22;245
195;50;593
196;54;525
197;39;458
198;47;394
199;22;255
200;31;330
201;38;333
202;60;694
203;66;780
204;36;361
205;30;269
206;56;572
207;21;169
208;50;505
209;36;388
210;54;547
211;26;210
212;54;542
213;74;810
214;31;306
215;78;721
216;56;535
217;46;541
218;22;193
219;66;736
220;55;465
221;51;479
222;61;514
223;70;826
224;55;476
225;60;579
226;60;675
227;70;768
228;45;498
229;51;560
230;26;256
231;30;304
232;44;405
233;32;286
234;57;477
235;49;572
236;74;865
237;61;569
238;66;624
239;68;799
240;40;385
241;74;886
242;41;448
243;79;701
244;35;355
245;25;201
246;49;563
247;60;667
248;28;228
249;72;691
250;58;610
251;72;727
252;33;327
253;77;770
254;24;279
255;55;463
256;29;320
257;29;291
258;37;378
259;55;605
260;23;184
261;23;219
262;72;863
263;38;352
264;60;591
265;49;396
266;41;394
267;64;742
268;71;717
269;32;279
270;30;341
271;60;518
272;61;555
273;38;394
274;31;249
275;28;264
276;26;304
277;60;564
278;73;725
279;31;288
280;50;432
281;74;817
282;34;379
283;79;901
284;37;396
285;61;553
286;38;344
287;45;503
288;62;634
289;70;767
290;73;813
291;47;429
292;77;723
293;23;238
294;34;362
295;24;210
296;77;861
297;58;622
298;57;645
299;68;566
300;57;602
301;78;636
302;62;685
303;46;374
304;58;479
305;74;729
306;48;451
307;73;861
308;66;551
309;26;311
310;35;303
311;68;761
312;43;421
313;59;528
314;76;890
315;41;456
316;53;427
317;36;302
318;61;544
319;31;265
320;80;954
321;47;531
322;64;756
323;39;411
324;39;433
325;68;593
326;66;785
327;68;684
328;78;671
329;58;494
330;64;703
331;56;556
332;53;602
333;67;792
334;37;380
335;48;557
336;25;211
337;49;457
338;24;201
339;31;298
340;32;297
341;67;747
342;42;396
343;31;249
344;44;378
345;39;370
346;37;371
347;70;821
348;70;773
349;25;289
350;33;366
351;43;479
352;38;320
353;63;750
354;78;860
355;54;602
356;22;179
357;80;822
358;36;330
359;45;389
360;31;274
361;24;207
362;43;382
363;55;500
364;41;469
365;39;321
366;39;403
367;58;574
368;21;240
369;47;444
370;41;412
371;65;608
372;21;193
373;40;320
374;69;770
375;69;708
376;76;856
377;45;505
378;47;496
379;71;825
380;66;540
381;75;741
382;71;607
383;72;675
384;20;219
385;66;560
386;74;814
387;26;278
388;46;534
389;40;447
390;35;286
391;22;223
392;37;403
393;23;229
394;23;199
395;35;282
396;22;223
397;46;471
398;78;734
399;49;559
400;69;595
401;51;498
402;52;577
