QTD_ITENS;500
QTD_MOCHILAS;10
CAPACIDADES;1454;1614;1354;1640;1787;1239;1334;1658;1329;1410
ITEM;PESO;VALOR
0;74;710
1;30;262
2;50;447
3;33;314
4;73;830
5;70;803
6;45;368
7;52;492
8;68;585
9;28;267
10;60;523
11;42;462
12;22;259
13;76;735
14;22;260
15;52;588
16;28;321
17;52;622
18;59;698
19;70;671
20;64;611
21;73;790
22;56;534
23;22;195
24;25;223
25;39;451
26;45;481
27;66;607
28;76;612
29;33;286
30;25;223
31;35;398
32;33;365
33;48;384
34;28;286
35;21;197
36;78;758
37;72;683
38;76;657
39;66;529
40;23;249
41;31;348
42;33;390
43;47;527
44;57;510
45;64;638
46;33;337
47;62;684
48;72;722
49;44;484
50;26;243
51;63;512
52;46;519
53;34;371
54;71;649
55;63;674
56;65;535
57;60;499
58;80;916
59;58;588
60;53;443
61;74;657
62;52;584
63;23;195
64;50;559
65;34;379
66;26;288
67;56;558
68;54;637
69;30;284
70;54;458
71;68;608
72;55;472
73;68;773
74;59;537
75;72;663
76;26;257
77;71;711
78;36;301
79;53;485
80;66;615
81;36;391
82;76;769
83;50;414
84;37;399
85;65;760
86;50;464
87;32;325
88;31;346
89;49;441
90;72;603
91;27;270
92;77;748
93;74;860
94;74;763
95;79;946
96;38;401
97;51;583
98;57;577
99;26;272
100;54;521
101;35;307
102;59;505
103;66;790
104;41;438
105;20;208
106;55;539
107;49;454
108;35;315
109;25;278
110;32;273
111;72;824
112;66;729
113;71;638
114;66;565
115;46;417
116;72;598
117;51;526
118;36;372
119;25;281
120;26;302
121;75;871
122;27;299
123;39;332
124;76;628
125;44;483
126;34;405
127;73;725
128;52;513
129;28;229
130;79;815
131;61;639
132;73;854
133;80;745
134;36;297
135;60;494
136;73;681
137;33;379
138;63;599
139;70;613
140;80;663
141;33;268
142;54;615
143;65;724
144;59;559
145;49;423
146;25;274
147;79;825
148;58;680
149;56;520
150;53;583
151;70;633
152;75;703
153;34;347
154;60;694
155;75;655
156;30;283
157;70;627
158;69;702
159;20;192
160;65;690
161;30;356
162;40;463
163;46;491
164;28;272
165;75;689
166;75;706
167;30;301
168;23;189
