QTD_ITENS;400
QTD_MOCHILAS;8
CAPACIDADES;1520;1371;1675;1245;1536;1628;1735;1310
ITEM;PESO;VALOR
0;40;333
1;73;600
2;21;211
3;70;755
4;75;757
5;36;326
6;67;797
7;63;513
8;39;391
9;22;250
10;24;215
11;56;527
12;59;485
13;69;780
14;63;691
15;62;609
16;24;254
17;45;372
18;48;410
19;30;240
20;36;339
21;57;456
22;30;359
23;35;295
24;39;401
25;44;407
26;79;840
27;23;228
28;50;599
29;41;348
30;79;726
31;42;436
32;23;233
33;66;787
34;63;681
35;40;415
36;78;833
37;77;857
38;50;585
39;49;420
40;49;467
41;41;355
42;30;315
43;62;521
44;65;721
45;46;489
46;68;787
47;43;364
48;39;391
49;30;338
50;67;609
51;28;295
52;69;753
53;77;845
54;35;287
55;24;276
56;49;434
57;23;262
58;58;569
59;20;166
60;33;318
61;26;246
62;42;427
63;66;777
64;56;484
65;44;514
66;51;550
67;73;625
68;32;322
69;51;451
70;62;702
71;72;619
72;80;843
73;46;510
74;67;773
75;41;484
76;64;733
77;47;553
78;41;395
79;80;734
80;61;647
81;24;229
82;36;324
83;59;554
84;44;482
85;72;690
86;69;686
87;20;209
88;54;495
89;57;668
90;72;618
91;34;288
92;35;336
93;36;418
94;80;779
95;42;397
96;65;662
97;35;383
98;27;291
99;66;702
100;76;779
101;52;541
102;73;742
103;40;404
104;28;235
105;71;816
106;27;260
107;55;556
108;49;476
109;60;512
110;59;656
111;29;338
112;48;503
113;62;501
114;78;777
115;29;332
116;27;279
117;51;573
118;20;190
119;28;319
120;25;240
121;61;583
122;69;773
123;23;222
124;46;409
125;80;739
126;23;256
127;40;434
128;37;408
129;67;578
130;80;668
131;72;774
132;22;261
133;78;755
134;51;582
135;67;632
136;37;374
137;72;700
138;79;871
139;31;287
140;35;404
141;43;357
142;59;643
143;59;566
144;50;506
145;66;783
146;78;846
147;35;394
148;68;770
149;73;609
150;23;269
151;28;331
152;74;611
153;72;713
154;29;301
155;75;730
156;54;548
157;41;488
158;65;617
159;20;210
160;22;235
161;37;385
162;23;205
163;78;903
164;39;445
165;37;305
166;24;215
167;80;787
168;55;564
169;41;426
170;38;406
171;74;798
172;44;360
173;29;241
174;36;318
175;72;604
176;70;588
177;75;643
178;26;255
179;22;181
180;38;351
181;72;797
182;51;475
183;23;260
184;38;372
185;47;383
186;63;625
187;75;723
188;70;718
189;23;228
190;26;269
191;73;755
192;29;281
193;31;312
194;24;275
195;69;745
196;79;876
197;48;467
198;32;313
199;52;551
200;71;599
201;28;271
202;23;263
203;71;751
204;30;261
205;63;647
206;54;638
207;49;525
208;37;354
209;23;207
210;44;433
211;24;250
212;43;410
213;71;716
214;20;203
215;54;604
216;26;296
217;50;477
218;48;514
219;75;698
220;61;676
221;58;689
222;25;214
223;59;507
224;28;330
225;78;656
226;30;278
227;23;189
228;63;565
229;49;583
230;63;703
231;45;406
232;58;647
233;22;234
234;35;284
235;56;567
236;48;386
237;43;390
238;80;920
239;70;753
240;70;772
241;49;554
242;56;552
243;44;393
244;44;438
245;35;416
246;52;470
247;43;472
248;61;718
249;56;642
250;65;594
251;75;637
252;68;653
253;79;821
254;25;290
255;28;305
256;49;560
257;60;523
258;23;269
259;69;783
260;33;296
261;31;285
262;21;220
263;30;276
264;51;501
265;54;570
266;60;686
267;34;277
268;74;685
269;39;448
270;39;332
271;25;267
272;21;199
273;63;696
274;29;244
275;63;536
276;44;402
277;36;394
278;29;288
279;32;371
280;40;403
281;57;601
282;22;188
283;40;335
284;44;355
285;70;765
286;55;480
287;78;692
288;65;535
289;23;247
290;80;669
291;50;534
292;56;462
293;31;342
294;22;177
295;20;191
296;20;220
297;48;445
298;77;705
299;58;637
300;58;555
301;68;775
302;76;730
303;43;370
304;61;720
305;52;447
306;37;360
307;72;806
308;74;653
309;52;602
310;32;278
311;38;401
312;49;404
313;61;673
314;56;619
315;26;252
316;47;393
317;60;596
318;42;426
319;41;417
320;78;933
321;62;720
322;65;705
323;68;673
324;30;352
325;69;652
326;54;560
327;41;425
328;23;231
329;63;652
330;71;778
331;54;468
332;78;692
333;29;331
334;48;388
335;74;695
336;41;450
337;37;430
338;21;177
339;40;357
340;50;589
341;30;261
342;63;708
343;64;704
344;71;591
345;24;270
346;43;482
347;55;536
348;21;249
349;56;478
350;64;751
351;27;264
352;75;858
353;27;258
354;38;375
355;32;328
356;73;696
357;59;480
358;58;580
359;23;231
360;30;313
361;41;447
362;69;604
363;67;750
364;35;350
365;39;442
366;55;601
367;75;813
368;46;490
369;55;507
370;79;896
371;47;403
372;23;199
373;32;297
374;39;401
375;39;461
376;63;637
377;20;176
378;42;453
379;58;687
380;67;672
381;49;562
382;50;412
383;76;781
384;77;671
385;37;344
386;53;523
387;24;222
388;21;184
389;22;261
390;26;220
391;80;768
392;65;554
393;52;459
394;47;507
395;60;608
396;57;547
397;24;285
398;46;368
399;48;570
CONFLITOS
ITEM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;284;285;286;287;288;289;290;291;292;293;294;295;296;297;298;299;300;301;302;303;304;305;306;307;308;309;310;311;312;313;314;315;316;317;318;319;320;321;322;323;324;325;326;327;328;329;330;331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399
