QTD_ITENS;300
QTD_MOCHILAS;5
CAPACIDADES;2100;1573;1939;1836;1638
ITEM;PESO;VALOR
0;44;433
1;25;224
2;29;321
3;28;244
4;29;275
5;44;390
6;73;617
7;77;664
8;22;183
9;64;717
10;29;319
11;65;755
12;34;387
13;27;271
14;54;618
15;80;753
16;72;808
17;79;732
18;74;690
19;53;586
20;57;493
21;47;527
22;34;320
23;40;381
24;60;498
25;45;385
26;47;493
27;80;660
28;36;405
29;71;753
30;72;606
31;31;335
32;42;364
33;64;745
34;22;211
35;58;579
36;29;312
37;54;450
38;53;449
39;31;370
40;75;886
41;27;290
42;72;841
43;50;437
44;77;812
45;66;589
46;43;372
47;65;622
48;67;688
49;60;677
50;56;634
51;43;478
52;22;241
53;60;600
54;63;520
55;74;768
56;51;440
57;59;566
58;80;729
59;20;182
60;25;287
61;50;419
62;61;528
63;67;732
64;45;401
65;46;475
66;22;228
67;60;710
68;50;589
69;79;749
70;67;550
71;54;484
72;41;490
73;55;599
74;34;359
75;69;600
76;36;328
77;61;488
78;31;310
79;27;284
80;30;256
81;31;301
82;22;243
83;70;813
84;75;687
85;68;657
86;77;765
87;61;538
88;69;687
89;20;208
90;28;308
91;37;402
92;51;563
93;22;215
94;57;570
95;72;819
96;69;590
97;31;337
98;56;613
99;69;648
100;24;262
101;57;601
102;38;365
103;43;427
104;38;452
105;66;659
106;50;562
107;66;768
108;65;755
109;37;320
110;56;479
111;65;695
112;61;673
113;79;729
114;72;591
115;34;332
116;44;423
117;35;413
118;50;556
119;64;725
120;49;393
121;26;272
122;50;520
123;66;734
124;28;319
125;41;379
126;20;194
127;77;830
128;24;211
129;34;308
130;36;352
131;46;415
132;50;423
133;77;642
134;36;398
135;56;671
136;45;484
137;45;534
138;40;442
139;54;629
140;46;391
141;24;237
142;35;327
143;56;556
144;27;259
145;53;531
146;29;278
147;46;546
148;52;540
149;72;765
150;44;494
151;48;395
152;31;317
153;72;839
154;76;636
155;51;480
156;38;364
157;20;207
158;37;309
159;61;603
160;30;343
161;70;635
162;78;813
163;34;315
164;29;322
165;34;401
166;68;804
167;54;543
168;53;458
169;64;597
170;54;459
171;69;650
172;27;244
173;52;492
174;45;515
175;25;271
176;43;384
177;32;276
178;67;564
179;66;612
180;70;773
181;57;517
182;25;275
183;64;623
184;33;316
185;67;543
186;71;686
187;68;650
188;37;350
189;27;224
190;26;298
191;35;358
192;66;616
193;76;851
194;66;557
195;66;696
196;38;422
197;23;223
198;72;680
199;76;845
200;21;170
201;50;535
202;73;613
203;58;652
204;24;193
205;33;330
206;77;689
207;61;511
208;24;283
209;73;634
210;63;634
211;53;547
212;63;579
213;26;302
214;21;236
215;67;732
216;68;639
217;49;418
218;78;823
219;45;515
220;31;265
221;26;235
222;49;431
223;43;504
224;48;471
225;67;748
226;21;183
227;21;205
228;67;636
229;33;339
230;80;836
231;56;524
232;77;872
233;76;660
234;21;188
235;80;643
236;65;684
237;47;401
238;33;264
239;63;727
240;55;651
241;35;322
242;72;785
243;35;413
244;33;362
245;71;806
246;61;683
247;24;209
248;33;286
249;37;367
250;49;450
251;33;320
252;31;251
253;20;191
254;73;646
255;44;420
256;73;627
257;59;559
258;45;370
259;58;528
260;41;373
261;21;245
262;65;775
263;24;214
264;74;793
265;27;283
266;23;231
267;66;642
268;32;311
269;35;373
270;27;238
271;54;570
272;43;496
273;70;728
274;80;901
275;38;313
276;63;732
277;66;743
278;30;274
279;72;860
280;48;501
281;56;560
282;23;212
283;62;532
284;55;517
285;29;307
286;44;424
287;53;628
288;37;330
289;77;875
290;24;259
291;25;201
292;53;573
293;54;439
294;21;197
295;48;385
296;49;560
297;70;799
298;75;781
299;80;953
CONFLITOS
