ITEM;['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97', '98', '99']
PESO;['63', '38', '52', '40', '57', '80', '58', '50', '68', '71', '59', '47', '56', '59', '80', '75', '77', '57', '31', '50', '35', '49', '59', '39', '63', '68', '71', '34', '29', '28', '25', '64', '56', '69', '26', '58', '70', '62', '54', '23', '70', '70', '47', '78', '78', '52', '27', '58', '22', '20', '63', '32', '73', '43', '74', '43', '53', '28', '32', '42', '22', '77', '52', '41', '25', '53', '59', '21', '23', '63', '46', '30', '49', '32', '36', '50', '80', '76', '60', '79', '63', '80', '49', '41', '69', '65', '51', '52', '61', '43', '27', '34', '64', '56', '26', '36', '69', '79', '64', '47']
VALOR;['506', '376', '468', '453', '562', '705', '679', '514', '769', '692', '495', '459', '471', '542', '691', '600', '658', '654', '362', '583', '385', '448', '591', '382', '568', '560', '778', '283', '342', '248', '283', '707', '631', '770', '270', '483', '614', '575', '522', '258', '818', '583', '536', '911', '714', '577', '225', '516', '198', '190', '644', '367', '599', '350', '875', '452', '623', '285', '278', '430', '192', '829', '504', '465', '233', '554', '620', '192', '209', '596', '548', '243', '575', '307', '360', '437', '788', '770', '676', '842', '528', '674', '480', '390', '674', '768', '481', '478', '661', '401', '260', '280', '755', '665', '239', '398', '718', '709', '522', '539']
CAPACIDADES;['1145', '945', '997']
QTD_ITENS;100
QTD_MOCHILAS;3
0;['1', '0', '0', '0', '0', '0', '1', '1', '1', '1', '1', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '1', '1', '0', '0', '0', '0', '0', '1', '0', '1', '1', '1', '1', '1', '0', '0', '1', '0', '1', '0', '1', '1', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '1', '1', '0', '0', '1', '1', '1', '1', '0', '1', '0', '0', '1', '1', '0', '0', '0', '1', '0', '1', '0', '1', '1', '1', '1', '1', '0', '1', '1', '1', '1', '1', '0', '1', '1', '0', '1', '0', '0', '1']
1;['0', '1', '0', '0', '0', '0', '1', '1', '1', '0', '1', '0', '1', '1', '0', '0', '1', '0', '1', '0', '1', '1', '0', '0', '0', '1', '1', '1', '0', '1', '1', '1', '1', '0', '0', '1', '0', '0', '1', '0', '1', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '1', '0', '1', '0', '0', '1', '1', '1', '0', '1', '0', '0', '1', '0', '0', '0', '0', '1', '1', '1', '0', '1', '1', '1', '1', '0', '0', '1', '0', '1', '1', '0', '1', '1', '0', '1', '1', '0', '1', '1', '1', '1', '1', '1', '0']
2;['0', '0', '1', '0', '1', '0', '0', '1', '0', '0', '1', '1', '1', '1', '1', '0', '1', '0', '1', '1', '1', '1', '1', '0', '0', '0', '0', '1', '1', '0', '1', '1', '1', '1', '1', '0', '0', '1', '0', '1', '1', '1', '1', '1', '1', '0', '0', '0', '0', '1', '1', '1', '1', '1', '1', '1', '0', '1', '1', '0', '1', '0', '0', '1', '0', '1', '0', '1', '0', '1', '0', '0', '0', '1', '0', '1', '1', '1', '1', '1', '1', '1', '1', '1', '0', '1', '1', '0', '0', '1', '0', '1', '1', '1', '1', '1', '1', '0', '0', '1']
3;['0', '0', '0', '1', '0', '0', '1', '1', '1', '0', '0', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '0', '0', '0', '1', '0', '1', '1', '1', '0', '1', '0', '0', '1', '0', '1', '1', '0', '1', '1', '1', '0', '1', '1', '1', '1', '1', '1', '1', '0', '0', '0', '1', '1', '0', '1', '1', '1', '0', '1', '1', '1', '0', '0', '1', '1', '1', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '1', '1', '0', '1', '1', '0', '1', '1', '0', '1', '0', '1', '0', '1', '0', '0']
