ITEM;['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49']
PESO;['63', '32', '32', '50', '63', '41', '77', '46', '57', '54', '51', '80', '44', '44', '63', '76', '29', '60', '70', '51', '77', '79', '28', '51', '26', '22', '43', '39', '70', '52', '25', '76', '64', '21', '45', '27', '34', '37', '34', '43', '71', '80', '30', '78', '36', '60', '76', '32', '72', '56']
VALOR;['573', '351', '285', '402', '580', '481', '730', '479', '458', '550', '486', '834', '373', '498', '740', '686', '278', '653', '740', '600', '661', '760', '332', '435', '249', '197', '462', '365', '647', '566', '265', '888', '670', '172', '361', '219', '282', '372', '387', '465', '759', '832', '312', '731', '299', '624', '652', '277', '580', '469']
CAPACIDADES;['416', '566', '420']
QTD_ITENS;50
QTD_MOCHILAS;3
0;['1', '0', '0', '1', '1', '1', '0', '0', '0', '0', '1', '1', '1', '0', '0', '0', '1', '1', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '1', '1', '1', '1', '0', '1', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0']
1;['0', '1', '0', '0', '0', '1', '0', '0', '1', '0', '1', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '1', '1', '0', '0', '0', '1', '0', '0', '1', '1', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0']
2;['0', '0', '1', '0', '0', '1', '1', '0', '1', '1', '1', '1', '1', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '1', '0', '1', '0', '0', '0', '1', '1', '0', '1', '1', '0', '1', '1', '0', '1', '0', '1', '0', '0']
3;['1', '0', '0', '1', '1', '0', '0', '1', '0', '1', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '1', '1', '1', '0', '0', '1', '1', '0', '0', '1', '1', '1', '1', '1', '1', '1', '0', '1', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0']
